layer,k,alpha,scenario_id,control_type,intervention,normal_margin,intervened_margin,delta_toward_no,normal_decision,intervened_decision,yes_to_no_flip
20,50,3.0,101502,random_neurons_0,add_delta,14.515625,14.453125,0.0625,Yes,Yes,False
20,50,3.0,101600,random_neurons_0,add_delta,12.015625,11.96875,0.046875,Yes,Yes,False
20,50,3.0,101839,random_neurons_0,add_delta,12.96875,12.921875,0.046875,Yes,Yes,False
20,50,3.0,101975,random_neurons_0,add_delta,13.09375,13.03125,0.0625,Yes,Yes,False
20,50,3.0,101979,random_neurons_0,add_delta,12.21875,12.171875,0.046875,Yes,Yes,False
20,50,3.0,102046,random_neurons_0,add_delta,15.734375,15.65625,0.078125,Yes,Yes,False
20,50,3.0,102092,random_neurons_0,add_delta,13.53125,13.5,0.03125,Yes,Yes,False
20,50,3.0,102132,random_neurons_0,add_delta,15.28125,15.203125,0.078125,Yes,Yes,False
20,50,3.0,102183,random_neurons_0,add_delta,11.21875,11.1875,0.03125,Yes,Yes,False
20,50,3.0,102187,random_neurons_0,add_delta,8.03125,7.9375,0.09375,Yes,Yes,False
20,50,3.0,102215,random_neurons_0,add_delta,13.53125,13.5,0.03125,Yes,Yes,False
20,50,3.0,102232,random_neurons_0,add_delta,7.71875,7.6875,0.03125,Yes,Yes,False
20,50,3.0,102242,random_neurons_0,add_delta,12.90625,12.875,0.03125,Yes,Yes,False
20,50,3.0,102285,random_neurons_0,add_delta,15.171875,15.125,0.046875,Yes,Yes,False
20,50,3.0,102360,random_neurons_0,add_delta,15.28125,15.203125,0.078125,Yes,Yes,False
20,50,3.0,102393,random_neurons_0,add_delta,16.34375,16.296875,0.046875,Yes,Yes,False
20,50,3.0,102441,random_neurons_0,add_delta,16.34375,16.296875,0.046875,Yes,Yes,False
20,50,3.0,102559,random_neurons_0,add_delta,20.3125,20.28125,0.03125,Yes,Yes,False
20,50,3.0,102596,random_neurons_0,add_delta,19.890625,19.859375,0.03125,Yes,Yes,False
20,50,3.0,102646,random_neurons_0,add_delta,20.3125,20.28125,0.03125,Yes,Yes,False
20,50,3.0,102648,random_neurons_0,add_delta,17.65625,17.625,0.03125,Yes,Yes,False
20,50,3.0,102704,random_neurons_0,add_delta,19.234375,19.1875,0.046875,Yes,Yes,False
20,50,3.0,102782,random_neurons_0,add_delta,13.34375,13.28125,0.0625,Yes,Yes,False
20,50,3.0,102946,random_neurons_0,add_delta,16.71875,16.703125,0.015625,Yes,Yes,False
20,50,3.0,102969,random_neurons_0,add_delta,16.203125,16.15625,0.046875,Yes,Yes,False
20,50,3.0,102993,random_neurons_0,add_delta,17.296875,17.265625,0.03125,Yes,Yes,False
20,50,3.0,103074,random_neurons_0,add_delta,19.0625,19.015625,0.046875,Yes,Yes,False
20,50,3.0,103108,random_neurons_0,add_delta,14.109375,14.109375,0.0,Yes,Yes,False
20,50,3.0,103124,random_neurons_0,add_delta,16.640625,16.625,0.015625,Yes,Yes,False
20,50,3.0,103167,random_neurons_0,add_delta,16.84375,16.828125,0.015625,Yes,Yes,False
20,50,3.0,103188,random_neurons_0,add_delta,10.625,10.59375,0.03125,Yes,Yes,False
20,50,3.0,103200,random_neurons_0,add_delta,16.71875,16.703125,0.015625,Yes,Yes,False
20,50,3.0,103208,random_neurons_0,add_delta,17.78125,17.765625,0.015625,Yes,Yes,False
20,50,3.0,103256,random_neurons_0,add_delta,17.015625,16.953125,0.0625,Yes,Yes,False
20,50,3.0,103259,random_neurons_0,add_delta,17.203125,17.171875,0.03125,Yes,Yes,False
20,50,3.0,103354,random_neurons_0,add_delta,14.109375,14.109375,0.0,Yes,Yes,False
20,50,3.0,103460,random_neurons_0,add_delta,20.65625,20.65625,0.0,Yes,Yes,False
20,50,3.0,103490,random_neurons_0,add_delta,16.953125,16.953125,0.0,Yes,Yes,False
20,50,3.0,103566,random_neurons_0,add_delta,13.828125,13.78125,0.046875,Yes,Yes,False
20,50,3.0,103628,random_neurons_0,add_delta,16.640625,16.625,0.015625,Yes,Yes,False
20,50,3.0,103672,random_neurons_0,add_delta,17.59375,17.59375,0.0,Yes,Yes,False
20,50,3.0,103679,random_neurons_0,add_delta,17.171875,17.125,0.046875,Yes,Yes,False
20,50,3.0,103689,random_neurons_0,add_delta,16.953125,16.953125,0.0,Yes,Yes,False
20,50,3.0,103766,random_neurons_0,add_delta,20.5625,20.59375,-0.03125,Yes,Yes,False
20,50,3.0,103847,random_neurons_0,add_delta,11.734375,11.671875,0.0625,Yes,Yes,False
20,50,3.0,103920,random_neurons_0,add_delta,17.65625,17.625,0.03125,Yes,Yes,False
20,50,3.0,103998,random_neurons_0,add_delta,13.984375,13.9375,0.046875,Yes,Yes,False
20,50,3.0,104000,random_neurons_0,add_delta,17.59375,17.59375,0.0,Yes,Yes,False
20,50,3.0,104043,random_neurons_0,add_delta,19.96875,19.9375,0.03125,Yes,Yes,False
20,50,3.0,104083,random_neurons_0,add_delta,14.109375,14.109375,0.0,Yes,Yes,False
20,50,3.0,104315,random_neurons_0,add_delta,9.78125,9.71875,0.0625,Yes,Yes,False
20,50,3.0,104463,random_neurons_0,add_delta,15.265625,15.203125,0.0625,Yes,Yes,False
20,50,3.0,104537,random_neurons_0,add_delta,16.46875,16.453125,0.015625,Yes,Yes,False
20,50,3.0,104539,random_neurons_0,add_delta,15.265625,15.203125,0.0625,Yes,Yes,False
20,50,3.0,104645,random_neurons_0,add_delta,11.28125,11.25,0.03125,Yes,Yes,False
20,50,3.0,104689,random_neurons_0,add_delta,3.4375,3.40625,0.03125,Yes,Yes,False
20,50,3.0,104702,random_neurons_0,add_delta,8.65625,8.625,0.03125,Yes,Yes,False
20,50,3.0,105079,random_neurons_0,add_delta,8.65625,8.625,0.03125,Yes,Yes,False
20,50,3.0,105098,random_neurons_0,add_delta,14.390625,14.328125,0.0625,Yes,Yes,False
20,50,3.0,105160,random_neurons_0,add_delta,11.25,11.21875,0.03125,Yes,Yes,False
20,50,3.0,105272,random_neurons_0,add_delta,14.484375,14.453125,0.03125,Yes,Yes,False
20,50,3.0,105315,random_neurons_0,add_delta,13.015625,12.953125,0.0625,Yes,Yes,False
20,50,3.0,105478,random_neurons_0,add_delta,10.03125,9.96875,0.0625,Yes,Yes,False
20,50,3.0,105621,random_neurons_0,add_delta,14.671875,14.640625,0.03125,Yes,Yes,False
20,50,3.0,105659,random_neurons_0,add_delta,12.671875,12.671875,0.0,Yes,Yes,False
20,50,3.0,105674,random_neurons_0,add_delta,17.421875,17.390625,0.03125,Yes,Yes,False
20,50,3.0,105724,random_neurons_0,add_delta,10.15625,10.125,0.03125,Yes,Yes,False
20,50,3.0,105789,random_neurons_0,add_delta,8.0,8.0,0.0,Yes,Yes,False
20,50,3.0,105953,random_neurons_0,add_delta,9.46875,9.4375,0.03125,Yes,Yes,False
20,50,3.0,106091,random_neurons_0,add_delta,10.15625,10.125,0.03125,Yes,Yes,False
20,50,3.0,106145,random_neurons_0,add_delta,11.671875,11.671875,0.0,Yes,Yes,False
20,50,3.0,106165,random_neurons_0,add_delta,10.75,10.6875,0.0625,Yes,Yes,False
20,50,3.0,106219,random_neurons_0,add_delta,7.5,7.46875,0.03125,Yes,Yes,False
20,50,3.0,106317,random_neurons_0,add_delta,12.125,12.125,0.0,Yes,Yes,False
20,50,3.0,106566,random_neurons_0,add_delta,7.4375,7.40625,0.03125,Yes,Yes,False
20,50,3.0,106702,random_neurons_0,add_delta,12.90625,12.875,0.03125,Yes,Yes,False
20,50,3.0,106703,random_neurons_0,add_delta,12.125,12.125,0.0,Yes,Yes,False
20,50,3.0,107067,random_neurons_0,add_delta,10.34375,10.28125,0.0625,Yes,Yes,False
20,50,3.0,100034,random_neurons_1,add_delta,8.21875,8.28125,-0.0625,Yes,Yes,False
20,50,3.0,100086,random_neurons_1,add_delta,17.515625,17.59375,-0.078125,Yes,Yes,False
20,50,3.0,100185,random_neurons_1,add_delta,17.578125,17.65625,-0.078125,Yes,Yes,False
20,50,3.0,100230,random_neurons_1,add_delta,11.71875,11.78125,-0.0625,Yes,Yes,False
20,50,3.0,100266,random_neurons_1,add_delta,0.34375,0.375,-0.03125,Yes,Yes,False
20,50,3.0,100279,random_neurons_1,add_delta,14.421875,14.484375,-0.0625,Yes,Yes,False
20,50,3.0,100394,random_neurons_1,add_delta,8.21875,8.28125,-0.0625,Yes,Yes,False
20,50,3.0,100505,random_neurons_1,add_delta,14.0625,14.125,-0.0625,Yes,Yes,False
20,50,3.0,100619,random_neurons_1,add_delta,6.5625,6.6875,-0.125,Yes,Yes,False
20,50,3.0,100791,random_neurons_1,add_delta,6.5625,6.6875,-0.125,Yes,Yes,False
20,50,3.0,100850,random_neurons_1,add_delta,5.3125,5.40625,-0.09375,Yes,Yes,False
20,50,3.0,100909,random_neurons_1,add_delta,14.375,14.453125,-0.078125,Yes,Yes,False
20,50,3.0,100921,random_neurons_1,add_delta,14.515625,14.59375,-0.078125,Yes,Yes,False
20,50,3.0,100927,random_neurons_1,add_delta,11.71875,11.8125,-0.09375,Yes,Yes,False
20,50,3.0,100962,random_neurons_1,add_delta,9.9375,10.0625,-0.125,Yes,Yes,False
20,50,3.0,101157,random_neurons_1,add_delta,16.21875,16.296875,-0.078125,Yes,Yes,False
20,50,3.0,101269,random_neurons_1,add_delta,13.34375,13.421875,-0.078125,Yes,Yes,False
20,50,3.0,101502,random_neurons_1,add_delta,14.515625,14.59375,-0.078125,Yes,Yes,False
20,50,3.0,101600,random_neurons_1,add_delta,12.015625,12.109375,-0.09375,Yes,Yes,False
20,50,3.0,101839,random_neurons_1,add_delta,12.96875,13.0625,-0.09375,Yes,Yes,False
20,50,3.0,101975,random_neurons_1,add_delta,13.09375,13.1875,-0.09375,Yes,Yes,False
20,50,3.0,101979,random_neurons_1,add_delta,12.21875,12.296875,-0.078125,Yes,Yes,False
20,50,3.0,102046,random_neurons_1,add_delta,15.734375,15.828125,-0.09375,Yes,Yes,False
20,50,3.0,102092,random_neurons_1,add_delta,13.53125,13.625,-0.09375,Yes,Yes,False
20,50,3.0,102132,random_neurons_1,add_delta,15.28125,15.359375,-0.078125,Yes,Yes,False
20,50,3.0,102183,random_neurons_1,add_delta,11.21875,11.328125,-0.109375,Yes,Yes,False
20,50,3.0,102187,random_neurons_1,add_delta,8.03125,8.0625,-0.03125,Yes,Yes,False
20,50,3.0,102215,random_neurons_1,add_delta,13.53125,13.625,-0.09375,Yes,Yes,False
20,50,3.0,102232,random_neurons_1,add_delta,7.71875,7.8125,-0.09375,Yes,Yes,False
20,50,3.0,102242,random_neurons_1,add_delta,12.90625,13.015625,-0.109375,Yes,Yes,False
20,50,3.0,102285,random_neurons_1,add_delta,15.171875,15.265625,-0.09375,Yes,Yes,False
20,50,3.0,102360,random_neurons_1,add_delta,15.28125,15.359375,-0.078125,Yes,Yes,False
20,50,3.0,102393,random_neurons_1,add_delta,16.34375,16.46875,-0.125,Yes,Yes,False
20,50,3.0,102441,random_neurons_1,add_delta,16.34375,16.46875,-0.125,Yes,Yes,False
20,50,3.0,102559,random_neurons_1,add_delta,20.3125,20.375,-0.0625,Yes,Yes,False
20,50,3.0,102596,random_neurons_1,add_delta,19.890625,19.953125,-0.0625,Yes,Yes,False
20,50,3.0,102646,random_neurons_1,add_delta,20.3125,20.375,-0.0625,Yes,Yes,False
20,50,3.0,102648,random_neurons_1,add_delta,17.65625,17.734375,-0.078125,Yes,Yes,False
20,50,3.0,102704,random_neurons_1,add_delta,19.234375,19.28125,-0.046875,Yes,Yes,False
20,50,3.0,102782,random_neurons_1,add_delta,13.34375,13.4375,-0.09375,Yes,Yes,False
20,50,3.0,102946,random_neurons_1,add_delta,16.71875,16.8125,-0.09375,Yes,Yes,False
20,50,3.0,102969,random_neurons_1,add_delta,16.203125,16.28125,-0.078125,Yes,Yes,False
20,50,3.0,102993,random_neurons_1,add_delta,17.296875,17.390625,-0.09375,Yes,Yes,False
20,50,3.0,103074,random_neurons_1,add_delta,19.0625,19.125,-0.0625,Yes,Yes,False
20,50,3.0,103108,random_neurons_1,add_delta,14.109375,14.234375,-0.125,Yes,Yes,False
20,50,3.0,103124,random_neurons_1,add_delta,16.640625,16.71875,-0.078125,Yes,Yes,False
20,50,3.0,103167,random_neurons_1,add_delta,16.84375,16.9375,-0.09375,Yes,Yes,False
20,50,3.0,103188,random_neurons_1,add_delta,10.625,10.75,-0.125,Yes,Yes,False
20,50,3.0,103200,random_neurons_1,add_delta,16.71875,16.8125,-0.09375,Yes,Yes,False
20,50,3.0,103208,random_neurons_1,add_delta,17.78125,17.890625,-0.109375,Yes,Yes,False
20,50,3.0,103256,random_neurons_1,add_delta,17.015625,17.078125,-0.0625,Yes,Yes,False
20,50,3.0,103259,random_neurons_1,add_delta,17.203125,17.296875,-0.09375,Yes,Yes,False
20,50,3.0,103354,random_neurons_1,add_delta,14.109375,14.234375,-0.125,Yes,Yes,False
20,50,3.0,103460,random_neurons_1,add_delta,20.65625,20.734375,-0.078125,Yes,Yes,False
20,50,3.0,103490,random_neurons_1,add_delta,16.953125,17.046875,-0.09375,Yes,Yes,False
20,50,3.0,103566,random_neurons_1,add_delta,13.828125,13.953125,-0.125,Yes,Yes,False
20,50,3.0,103628,random_neurons_1,add_delta,16.640625,16.71875,-0.078125,Yes,Yes,False
20,50,3.0,103672,random_neurons_1,add_delta,17.59375,17.6875,-0.09375,Yes,Yes,False
20,50,3.0,103679,random_neurons_1,add_delta,17.171875,17.265625,-0.09375,Yes,Yes,False
20,50,3.0,103689,random_neurons_1,add_delta,16.953125,17.046875,-0.09375,Yes,Yes,False
20,50,3.0,103766,random_neurons_1,add_delta,20.5625,20.671875,-0.109375,Yes,Yes,False
20,50,3.0,103847,random_neurons_1,add_delta,11.734375,11.84375,-0.109375,Yes,Yes,False
20,50,3.0,103920,random_neurons_1,add_delta,17.65625,17.734375,-0.078125,Yes,Yes,False
20,50,3.0,103998,random_neurons_1,add_delta,13.984375,14.0625,-0.078125,Yes,Yes,False
20,50,3.0,104000,random_neurons_1,add_delta,17.59375,17.6875,-0.09375,Yes,Yes,False
20,50,3.0,104043,random_neurons_1,add_delta,19.96875,20.046875,-0.078125,Yes,Yes,False
20,50,3.0,104083,random_neurons_1,add_delta,14.109375,14.234375,-0.125,Yes,Yes,False
20,50,3.0,104315,random_neurons_1,add_delta,9.78125,9.84375,-0.0625,Yes,Yes,False
20,50,3.0,104463,random_neurons_1,add_delta,15.265625,15.359375,-0.09375,Yes,Yes,False
20,50,3.0,104537,random_neurons_1,add_delta,16.46875,16.59375,-0.125,Yes,Yes,False
20,50,3.0,104539,random_neurons_1,add_delta,15.265625,15.359375,-0.09375,Yes,Yes,False
20,50,3.0,104645,random_neurons_1,add_delta,11.28125,11.375,-0.09375,Yes,Yes,False
20,50,3.0,104689,random_neurons_1,add_delta,3.4375,3.5,-0.0625,Yes,Yes,False
20,50,3.0,104702,random_neurons_1,add_delta,8.65625,8.75,-0.09375,Yes,Yes,False
20,50,3.0,105079,random_neurons_1,add_delta,8.65625,8.75,-0.09375,Yes,Yes,False
20,50,3.0,105098,random_neurons_1,add_delta,14.390625,14.484375,-0.09375,Yes,Yes,False
20,50,3.0,105160,random_neurons_1,add_delta,11.25,11.34375,-0.09375,Yes,Yes,False
20,50,3.0,105272,random_neurons_1,add_delta,14.484375,14.578125,-0.09375,Yes,Yes,False
20,50,3.0,105315,random_neurons_1,add_delta,13.015625,13.109375,-0.09375,Yes,Yes,False
20,50,3.0,105478,random_neurons_1,add_delta,10.03125,10.125,-0.09375,Yes,Yes,False
20,50,3.0,105621,random_neurons_1,add_delta,14.671875,14.75,-0.078125,Yes,Yes,False
20,50,3.0,105659,random_neurons_1,add_delta,12.671875,12.78125,-0.109375,Yes,Yes,False
20,50,3.0,105674,random_neurons_1,add_delta,17.421875,17.484375,-0.0625,Yes,Yes,False
20,50,3.0,105724,random_neurons_1,add_delta,10.15625,10.21875,-0.0625,Yes,Yes,False
20,50,3.0,105789,random_neurons_1,add_delta,8.0,8.09375,-0.09375,Yes,Yes,False
20,50,3.0,105953,random_neurons_1,add_delta,9.46875,9.578125,-0.109375,Yes,Yes,False
20,50,3.0,106091,random_neurons_1,add_delta,10.15625,10.21875,-0.0625,Yes,Yes,False
20,50,3.0,106145,random_neurons_1,add_delta,11.671875,11.765625,-0.09375,Yes,Yes,False
20,50,3.0,106165,random_neurons_1,add_delta,10.75,10.84375,-0.09375,Yes,Yes,False
20,50,3.0,106219,random_neurons_1,add_delta,7.5,7.5625,-0.0625,Yes,Yes,False
20,50,3.0,106317,random_neurons_1,add_delta,12.125,12.234375,-0.109375,Yes,Yes,False
20,50,3.0,106566,random_neurons_1,add_delta,7.4375,7.53125,-0.09375,Yes,Yes,False
20,50,3.0,106702,random_neurons_1,add_delta,12.90625,12.96875,-0.0625,Yes,Yes,False
