scenario_id,version,component,layer,projection_onto_DA_direction
100034,A,mlp,27,3.76658296585083
100034,A,resid_post,27,-38.218589782714844
100034,D,attn,0,-0.07822804152965546
100034,D,mlp,0,-0.18543681502342224
100034,D,resid_post,0,-0.2862124443054199
100034,D,attn,1,-0.20961645245552063
100034,D,mlp,1,0.2938021421432495
100034,D,resid_post,1,-0.1950870156288147
100034,D,attn,2,0.035560499876737595
100034,D,mlp,2,0.20902681350708008
100034,D,resid_post,2,-0.1131821870803833
100034,D,attn,3,0.16835413873195648
100034,D,mlp,3,0.6149356365203857
100034,D,resid_post,3,1.0980453491210938
100034,D,attn,4,0.035536207258701324
100034,D,mlp,4,0.26947182416915894
100034,D,resid_post,4,1.4582397937774658
100034,D,attn,5,-0.3161340057849884
100034,D,mlp,5,2.2238171100616455
100034,D,resid_post,5,1.634082555770874
100034,D,attn,6,0.32826852798461914
100034,D,mlp,6,1.1513619422912598
100034,D,resid_post,6,2.687284469604492
100034,D,attn,7,0.6255883574485779
100034,D,mlp,7,-0.0391569621860981
100034,D,resid_post,7,2.1080832481384277
100034,D,attn,8,-0.28867650032043457
100034,D,mlp,8,-0.42918404936790466
100034,D,resid_post,8,2.6092801094055176
100034,D,attn,9,0.8117600083351135
100034,D,mlp,9,0.1307029128074646
100034,D,resid_post,9,4.062222003936768
100034,D,attn,10,0.12770508229732513
100034,D,mlp,10,3.473127603530884
100034,D,resid_post,10,7.103296756744385
100034,D,attn,11,0.6972299814224243
100034,D,mlp,11,1.2611156702041626
100034,D,resid_post,11,14.74326229095459
100034,D,attn,12,-0.08340712636709213
100034,D,mlp,12,0.10301598161458969
100034,D,resid_post,12,7.723278045654297
100034,D,attn,13,0.45440903306007385
100034,D,mlp,13,1.751118779182434
100034,D,resid_post,13,10.197944641113281
100034,D,attn,14,0.5392872095108032
100034,D,mlp,14,-2.1298751831054688
100034,D,resid_post,14,3.639760732650757
100034,D,attn,15,-0.01558607816696167
100034,D,mlp,15,-1.36118745803833
100034,D,resid_post,15,-1.3841372728347778
100034,D,attn,16,0.2663647532463074
100034,D,mlp,16,-0.5230951309204102
100034,D,resid_post,16,1.689687728881836
100034,D,attn,17,0.4107155203819275
100034,D,mlp,17,1.2592403888702393
100034,D,resid_post,17,6.227320671081543
100034,D,attn,18,2.650678873062134
100034,D,mlp,18,1.3442782163619995
100034,D,resid_post,18,6.493429660797119
100034,D,attn,19,0.058367833495140076
100034,D,mlp,19,5.171117782592773
100034,D,resid_post,19,8.140114784240723
100034,D,attn,20,1.029427409172058
100034,D,mlp,20,10.211536407470703
100034,D,resid_post,20,18.585084915161133
100034,D,attn,21,1.7181730270385742
100034,D,mlp,21,14.866864204406738
100034,D,resid_post,21,29.722915649414062
100034,D,attn,22,-1.1156928539276123
100034,D,mlp,22,11.818111419677734
100034,D,resid_post,22,32.76081085205078
100034,D,attn,23,-1.1014597415924072
100034,D,mlp,23,4.266073226928711
100034,D,resid_post,23,21.843887329101562
100034,D,attn,24,-2.5026309490203857
100034,D,mlp,24,1.113243579864502
100034,D,resid_post,24,11.81658935546875
100034,D,attn,25,0.10426163673400879
100034,D,mlp,25,0.09683465957641602
100034,D,resid_post,25,9.918997764587402
100034,D,attn,26,-2.1996898651123047
100034,D,mlp,26,8.897881507873535
100034,D,resid_post,26,3.7150020599365234
100034,D,attn,27,-6.539095878601074
100034,D,mlp,27,40.8629150390625
100034,D,resid_post,27,62.16736602783203
100185,A,attn,0,-0.11929364502429962
100185,A,mlp,0,-0.25439780950546265
100185,A,resid_post,0,-0.3962289094924927
100185,A,attn,1,-0.25366026163101196
100185,A,mlp,1,0.3129728436470032
100185,A,resid_post,1,-0.31278151273727417
100185,A,attn,2,-0.030185066163539886
100185,A,mlp,2,0.19318613409996033
100185,A,resid_post,2,-0.26724326610565186
100185,A,attn,3,0.11225085705518723
100185,A,mlp,3,0.5181901454925537
100185,A,resid_post,3,0.8099784851074219
100185,A,attn,4,-0.07762998342514038
100185,A,mlp,4,0.12182633578777313
100185,A,resid_post,4,0.9834948778152466
100185,A,attn,5,-0.41519737243652344
100185,A,mlp,5,2.0367887020111084
100185,A,resid_post,5,0.9730620384216309
100185,A,attn,6,0.17705664038658142
100185,A,mlp,6,0.9810296297073364
100185,A,resid_post,6,1.9501584768295288
100185,A,attn,7,0.439060240983963
100185,A,mlp,7,-0.24051672220230103
100185,A,resid_post,7,1.332759141921997
100185,A,attn,8,-0.3702612817287445
100185,A,mlp,8,-0.821255087852478
100185,A,resid_post,8,1.643975853919983
100185,A,attn,9,0.5952372550964355
100185,A,mlp,9,0.11466780304908752
100185,A,resid_post,9,3.242384672164917
100185,A,attn,10,0.03797507658600807
100185,A,mlp,10,3.1009597778320312
100185,A,resid_post,10,6.20961856842041
100185,A,attn,11,0.5216002464294434
100185,A,mlp,11,1.23452889919281
100185,A,resid_post,11,13.915058135986328
100185,A,attn,12,-0.2737274169921875
100185,A,mlp,12,-0.42760127782821655
100185,A,resid_post,12,6.322187423706055
100185,A,attn,13,0.17536062002182007
100185,A,mlp,13,1.2897965908050537
100185,A,resid_post,13,8.665124893188477
100185,A,attn,14,0.2759047746658325
100185,A,mlp,14,-2.8024797439575195
100185,A,resid_post,14,1.7362719774246216
100185,A,attn,15,-0.42960765957832336
100185,A,mlp,15,-2.0255746841430664
100185,A,resid_post,15,-3.8655271530151367
100185,A,attn,16,-0.3719863295555115
100185,A,mlp,16,-1.099076509475708
100185,A,resid_post,16,-1.2597907781600952
100185,A,attn,17,-0.754031777381897
100185,A,mlp,17,-0.3212053179740906
100185,A,resid_post,17,1.6273949146270752
100185,A,attn,18,-2.569924831390381
100185,A,mlp,18,-11.207084655761719
100185,A,resid_post,18,-12.965463638305664
100185,A,attn,19,-2.507814407348633
100185,A,mlp,19,-7.995292663574219
100185,A,resid_post,19,-21.256134033203125
100185,A,attn,20,-0.15809142589569092
100185,A,mlp,20,-8.875455856323242
100185,A,resid_post,20,-23.40227508544922
100185,A,attn,21,0.8331742286682129
100185,A,mlp,21,-4.16915225982666
100185,A,resid_post,21,-23.933067321777344
100185,A,attn,22,-3.807798385620117
100185,A,mlp,22,-14.409890174865723
100185,A,resid_post,22,-38.48100662231445
100185,A,attn,23,-5.621325492858887
100185,A,mlp,23,-22.8358154296875
100185,A,resid_post,23,-69.03137969970703
100185,A,attn,24,-3.5718743801116943
100185,A,mlp,24,-26.918121337890625
100185,A,resid_post,24,-94.91629791259766
100185,A,attn,25,-2.6613609790802
100185,A,mlp,25,-26.926528930664062
100185,A,resid_post,25,-116.91110229492188
100185,A,attn,26,-4.936418056488037
100185,A,mlp,26,-35.25369644165039
100185,A,resid_post,26,-152.31192016601562
100185,A,attn,27,-7.384487152099609
100185,A,mlp,27,-25.33278465270996
100185,A,resid_post,27,-104.43142700195312
100185,D,attn,0,-0.08215568959712982
100185,D,mlp,0,-0.20590344071388245
100185,D,resid_post,0,-0.31061431765556335
100185,D,attn,1,-0.17420265078544617
100185,D,mlp,1,0.3357429504394531
100185,D,resid_post,1,-0.14573900401592255
100185,D,attn,2,0.12092553824186325
100185,D,mlp,2,0.20502790808677673
100185,D,resid_post,2,0.026497840881347656
100185,D,attn,3,0.1646997332572937
100185,D,mlp,3,0.5924649238586426
100185,D,resid_post,3,1.1571285724639893
100185,D,attn,4,0.019933432340621948
100185,D,mlp,4,0.23260480165481567
100185,D,resid_post,4,1.4274070262908936
100185,D,attn,5,-0.33552443981170654
100185,D,mlp,5,2.2497239112854004
100185,D,resid_post,5,1.5799435377120972
100185,D,attn,6,0.35272300243377686
100185,D,mlp,6,1.1077585220336914
100185,D,resid_post,6,2.65391206741333
100185,D,attn,7,0.6212091445922852
100185,D,mlp,7,-0.09726758301258087
100185,D,resid_post,7,2.030698776245117
100185,D,attn,8,-0.29657647013664246
100185,D,mlp,8,-0.5190811157226562
100185,D,resid_post,8,2.4471964836120605
100185,D,attn,9,0.7181669473648071
100185,D,mlp,9,0.3424539566040039
100185,D,resid_post,9,4.067188262939453
100185,D,attn,10,0.06004327908158302
100185,D,mlp,10,3.572751045227051
100185,D,resid_post,10,7.217322826385498
100185,D,attn,11,0.6203504204750061
100185,D,mlp,11,1.6430118083953857
100185,D,resid_post,11,15.0384521484375
100185,D,attn,12,-0.23980681598186493
100185,D,mlp,12,-0.08664607256650925
100185,D,resid_post,12,7.405216217041016
100185,D,attn,13,0.3157252073287964
100185,D,mlp,13,1.5792288780212402
100185,D,resid_post,13,9.7678804397583
100185,D,attn,14,0.4316450357437134
100185,D,mlp,14,-2.4072906970977783
100185,D,resid_post,14,3.040194511413574
100185,D,attn,15,-0.12204137444496155
100185,D,mlp,15,-1.707838773727417
100185,D,resid_post,15,-2.338071823120117
100185,D,attn,16,0.06988443434238434
100185,D,mlp,16,-0.6790900826454163
100185,D,resid_post,16,0.7087528705596924
100185,D,attn,17,0.4563896059989929
100185,D,mlp,17,1.1117238998413086
100185,D,resid_post,17,5.526664733886719
100185,D,attn,18,4.154966354370117
100185,D,mlp,18,3.7935538291931152
100185,D,resid_post,18,10.41866683959961
100185,D,attn,19,0.4045650064945221
100185,D,mlp,19,7.960545063018799
100185,D,resid_post,19,14.105419158935547
100185,D,attn,20,1.328523874282837
100185,D,mlp,20,13.076295852661133
100185,D,resid_post,20,26.25531768798828
100185,D,attn,21,2.0207161903381348
100185,D,mlp,21,16.243606567382812
100185,D,resid_post,21,37.48285675048828
100185,D,attn,22,-1.0180950164794922
100185,D,mlp,22,15.802248001098633
100185,D,resid_post,22,43.14837646484375
100185,D,attn,23,-1.0136313438415527
100185,D,mlp,23,8.220837593078613
100185,D,resid_post,23,34.556644439697266
100185,D,attn,24,-1.6817290782928467
100185,D,mlp,24,4.7349677085876465
100185,D,resid_post,24,27.546937942504883
100185,D,attn,25,1.182162880897522
100185,D,mlp,25,3.1251063346862793
100185,D,resid_post,25,27.391433715820312
100185,D,attn,26,-2.7015926837921143
100185,D,mlp,26,10.843771934509277
100185,D,resid_post,26,20.56975746154785
100185,D,attn,27,-6.264382362365723
100185,D,mlp,27,41.079124450683594
100185,D,resid_post,27,75.673095703125
100206,A,attn,0,-0.10890339314937592
100206,A,mlp,0,-0.24046590924263
100206,A,resid_post,0,-0.37193331122398376
100206,A,attn,1,-0.24622198939323425
100206,A,mlp,1,0.31315115094184875
100206,A,resid_post,1,-0.28376221656799316
100206,A,attn,2,-0.0050751566886901855
100206,A,mlp,2,0.20183925330638885
100206,A,resid_post,2,-0.22287127375602722
100206,A,attn,3,0.11974456906318665
100206,A,mlp,3,0.5773253440856934
100206,A,resid_post,3,0.9151873588562012
100206,A,attn,4,-0.010808661580085754
100206,A,mlp,4,0.1818006932735443
100206,A,resid_post,4,1.1902412176132202
100206,A,attn,5,-0.39353716373443604
100206,A,mlp,5,2.1093668937683105
100206,A,resid_post,5,1.2720518112182617
100206,A,attn,6,0.197293221950531
100206,A,mlp,6,1.0314064025878906
100206,A,resid_post,6,2.165855884552002
100206,A,attn,7,0.4795737862586975
100206,A,mlp,7,-0.22098614275455475
100206,A,resid_post,7,1.4779711961746216
100206,A,attn,8,-0.39008527994155884
100206,A,mlp,8,-0.749936580657959
100206,A,resid_post,8,1.7737224102020264
100206,A,attn,9,0.5665582418441772
100206,A,mlp,9,0.09571042656898499
100206,A,resid_post,9,3.2373664379119873
100206,A,attn,10,0.025730688124895096
100206,A,mlp,10,3.046389579772949
100206,A,resid_post,10,6.135984420776367
100206,A,attn,11,0.49779212474823
100206,A,mlp,11,1.1374526023864746
100206,A,resid_post,11,13.722911834716797
100206,A,attn,12,-0.2738167643547058
100206,A,mlp,12,-0.4903339743614197
100206,A,resid_post,12,6.075638294219971
100206,A,attn,13,0.12181052565574646
100206,A,mlp,13,1.3286981582641602
100206,A,resid_post,13,8.489315032958984
100206,A,attn,14,0.2879718244075775
100206,A,mlp,14,-2.800342082977295
100206,A,resid_post,14,1.6763960123062134
100206,A,attn,15,-0.3304302394390106
100206,A,mlp,15,-2.0012764930725098
100206,A,resid_post,15,-3.7866811752319336
100206,A,attn,16,-0.17838628590106964
100206,A,mlp,16,-1.0544363260269165
100206,A,resid_post,16,-0.9491180181503296
100206,A,attn,17,-0.5200273990631104
100206,A,mlp,17,0.01374518871307373
100206,A,resid_post,17,2.4218127727508545
100206,A,attn,18,-0.3106413781642914
100206,A,mlp,18,-5.571041584014893
100206,A,resid_post,18,-4.741788864135742
100206,A,attn,19,-1.9417920112609863
100206,A,mlp,19,-3.4410853385925293
100206,A,resid_post,19,-10.181320190429688
100206,A,attn,20,-0.012789428234100342
100206,A,mlp,20,-2.431975841522217
100206,A,resid_post,20,-8.310232162475586
100206,A,attn,21,1.0528475046157837
100206,A,mlp,21,3.0332653522491455
100206,A,resid_post,21,-4.292126178741455
100206,A,attn,22,-2.9542007446289062
100206,A,mlp,22,-4.295188903808594
100206,A,resid_post,22,-12.187934875488281
100206,A,attn,23,-4.261497497558594
100206,A,mlp,23,-12.536091804504395
100206,A,resid_post,23,-36.05955505371094
100206,A,attn,24,-3.51511812210083
100206,A,mlp,24,-15.327787399291992
100206,A,resid_post,24,-54.54096221923828
100206,A,attn,25,-1.8729407787322998
100206,A,mlp,25,-15.757692337036133
100206,A,resid_post,25,-67.18869018554688
100206,A,attn,26,-4.576872825622559
100206,A,mlp,26,-15.199309349060059
100206,A,resid_post,26,-88.8947525024414
100206,A,attn,27,-6.8745036125183105
100206,A,mlp,27,1.355424165725708
100206,A,resid_post,27,-38.17133712768555
100206,D,attn,0,-0.08197582513093948
100206,D,mlp,0,-0.19161702692508698
100206,D,resid_post,0,-0.29614561796188354
100206,D,attn,1,-0.17376837134361267
100206,D,mlp,1,0.34012913703918457
100206,D,resid_post,1,-0.12611624598503113
100206,D,attn,2,0.13821570575237274
100206,D,mlp,2,0.21905310451984406
100206,D,resid_post,2,0.06320565938949585
100206,D,attn,3,0.18281634151935577
100206,D,mlp,3,0.6513019800186157
100206,D,resid_post,3,1.2682121992111206
100206,D,attn,4,0.08663290739059448
100206,D,mlp,4,0.30140969157218933
100206,D,resid_post,4,1.6544709205627441
100206,D,attn,5,-0.28867536783218384
100206,D,mlp,5,2.3387982845306396
100206,D,resid_post,5,1.9308050870895386
100206,D,attn,6,0.3759472370147705
100206,D,mlp,6,1.163633942604065
100206,D,resid_post,6,2.9131827354431152
100206,D,attn,7,0.6710383892059326
100206,D,mlp,7,-0.06087697669863701
100206,D,resid_post,7,2.240983247756958
100206,D,attn,8,-0.2586985230445862
100206,D,mlp,8,-0.34979456663131714
100206,D,resid_post,8,2.777679443359375
100206,D,attn,9,0.7191299200057983
100206,D,mlp,9,0.36648842692375183
100206,D,resid_post,9,4.262593746185303
100206,D,attn,10,0.044380173087120056
100206,D,mlp,10,3.636401653289795
100206,D,resid_post,10,7.396022319793701
100206,D,attn,11,0.6516522169113159
100206,D,mlp,11,1.583181381225586
100206,D,resid_post,11,15.103806495666504
100206,D,attn,12,-0.20938877761363983
100206,D,mlp,12,-0.10064524412155151
100206,D,resid_post,12,7.435887813568115
100206,D,attn,13,0.23603415489196777
100206,D,mlp,13,1.7821515798568726
100206,D,resid_post,13,9.901224136352539
100206,D,attn,14,0.4329091012477875
100206,D,mlp,14,-2.3852756023406982
100206,D,resid_post,14,3.1682114601135254
100206,D,attn,15,-0.1810726523399353
100206,D,mlp,15,-1.7661699056625366
100206,D,resid_post,15,-2.377598762512207
100206,D,attn,16,0.06696620583534241
100206,D,mlp,16,-0.7067742943763733
100206,D,resid_post,16,0.6449264287948608
100206,D,attn,17,0.26055967807769775
100206,D,mlp,17,1.0899720191955566
100206,D,resid_post,17,5.292036056518555
100206,D,attn,18,3.134094715118408
100206,D,mlp,18,1.4118558168411255
100206,D,resid_post,18,6.9200944900512695
100206,D,attn,19,0.36385518312454224
100206,D,mlp,19,5.506932258605957
100206,D,resid_post,19,9.105672836303711
100206,D,attn,20,1.3018735647201538
100206,D,mlp,20,11.413498878479004
100206,D,resid_post,20,21.18274688720703
100206,D,attn,21,1.9088581800460815
100206,D,mlp,21,15.708396911621094
100206,D,resid_post,21,32.86979675292969
100206,D,attn,22,-1.0390609502792358
100206,D,mlp,22,13.466928482055664
100206,D,resid_post,22,36.875999450683594
100206,D,attn,23,-1.1631033420562744
100206,D,mlp,23,6.193114280700684
100206,D,resid_post,23,27.053627014160156
100206,D,attn,24,-2.3185033798217773
100206,D,mlp,24,2.539341449737549
100206,D,resid_post,24,18.400005340576172
100206,D,attn,25,0.6680980920791626
100206,D,mlp,25,2.000736713409424
100206,D,resid_post,25,18.201017379760742
100206,D,attn,26,-2.8043344020843506
100206,D,mlp,26,9.827028274536133
100206,D,resid_post,26,11.777999877929688
100206,D,attn,27,-6.153200149536133
100206,D,mlp,27,40.45545959472656
100206,D,resid_post,27,67.94329071044922
100394,A,attn,0,-0.09892304241657257
100394,A,mlp,0,-0.21403531730175018
100394,A,resid_post,0,-0.33549243211746216
100394,A,attn,1,-0.2535373568534851
100394,A,mlp,1,0.30406951904296875
100394,A,resid_post,1,-0.2646733820438385
100394,A,attn,2,-0.1000310480594635
100394,A,mlp,2,0.1956426203250885
100394,A,resid_post,2,-0.31263232231140137
100394,A,attn,3,0.10899300873279572
100394,A,mlp,3,0.540729820728302
100394,A,resid_post,3,0.8289345502853394
100394,A,attn,4,-0.043372586369514465
100394,A,mlp,4,0.2023133933544159
100394,A,resid_post,4,1.1188265085220337
100394,A,attn,5,-0.36870092153549194
100394,A,mlp,5,2.1040148735046387
100394,A,resid_post,5,1.238270878791809
100394,A,attn,6,0.253926545381546
100394,A,mlp,6,1.0676109790802002
100394,A,resid_post,6,2.2733020782470703
100394,A,attn,7,0.5155386924743652
100394,A,mlp,7,-0.20939266681671143
100394,A,resid_post,7,1.5986192226409912
100394,A,attn,8,-0.35640719532966614
100394,A,mlp,8,-0.6776221990585327
100394,A,resid_post,8,1.9896944761276245
100394,A,attn,9,0.7040815949440002
100394,A,mlp,9,0.028289198875427246
100394,A,resid_post,9,3.47025990486145
100394,A,attn,10,0.07435901463031769
100394,A,mlp,10,3.23549222946167
100394,A,resid_post,10,6.446122169494629
100394,A,attn,11,0.5260087251663208
100394,A,mlp,11,1.132432222366333
100394,A,resid_post,11,14.069657325744629
100394,A,attn,12,-0.2050221711397171
100394,A,mlp,12,-0.23101601004600525
100394,A,resid_post,12,6.779383182525635
100394,A,attn,13,0.2948268949985504
100394,A,mlp,13,1.3272547721862793
100394,A,resid_post,13,9.063301086425781
100394,A,attn,14,0.4264073371887207
100394,A,mlp,14,-2.5826358795166016
100394,A,resid_post,14,2.3435611724853516
100394,A,attn,15,-0.18759378790855408
100394,A,mlp,15,-1.703600525856018
100394,A,resid_post,15,-2.8098442554473877
100394,A,attn,16,0.07218214869499207
100394,A,mlp,16,-0.7473509311676025
100394,A,resid_post,16,0.2887880802154541
100394,A,attn,17,0.026121269911527634
100394,A,mlp,17,0.7281097173690796
100394,A,resid_post,17,4.451781749725342
100394,A,attn,18,0.5699864625930786
100394,A,mlp,18,-4.07026481628418
100394,A,resid_post,18,-1.6913244724273682
100394,A,attn,19,-1.5981016159057617
100394,A,mlp,19,-2.746912956237793
100394,A,resid_post,19,-7.156146049499512
100394,A,attn,20,-0.35948246717453003
100394,A,mlp,20,-3.67756986618042
100394,A,resid_post,20,-7.746432304382324
100394,A,attn,21,0.8024967908859253
100394,A,mlp,21,2.6006457805633545
100394,A,resid_post,21,-4.843755722045898
100394,A,attn,22,-3.1520862579345703
100394,A,mlp,22,-5.561350345611572
100394,A,resid_post,22,-14.037613868713379
100394,A,attn,23,-3.848935604095459
100394,A,mlp,23,-14.865961074829102
100394,A,resid_post,23,-39.743492126464844
100394,A,attn,24,-3.441190242767334
100394,A,mlp,24,-16.527223587036133
100394,A,resid_post,24,-58.730003356933594
100394,A,attn,25,-2.0731093883514404
100394,A,mlp,25,-16.658477783203125
100394,A,resid_post,25,-72.1240005493164
100394,A,attn,26,-3.9085707664489746
100394,A,mlp,26,-14.407892227172852
100394,A,resid_post,26,-91.92696380615234
100394,A,attn,27,-7.325934410095215
100394,A,mlp,27,3.76658296585083
100394,A,resid_post,27,-38.218589782714844
100394,D,attn,0,-0.06776267290115356
100394,D,mlp,0,-0.18358741700649261
100394,D,resid_post,0,-0.27392321825027466
100394,D,attn,1,-0.19434626400470734
100394,D,mlp,1,0.30287808179855347
100394,D,resid_post,1,-0.1626242846250534
100394,D,attn,2,0.06145980954170227
100394,D,mlp,2,0.21277382969856262
100394,D,resid_post,2,-0.05325707793235779
100394,D,attn,3,0.18651163578033447
100394,D,mlp,3,0.6288795471191406
100394,D,resid_post,3,1.1797981262207031
100394,D,attn,4,0.0834747850894928
100394,D,mlp,4,0.3107753396034241
100394,D,resid_post,4,1.6150875091552734
100394,D,attn,5,-0.30678704380989075
100394,D,mlp,5,2.2011239528656006
100394,D,resid_post,5,1.7206599712371826
100394,D,attn,6,0.36340048909187317
100394,D,mlp,6,1.1776098012924194
100394,D,resid_post,6,2.8302712440490723
100394,D,attn,7,0.6431436538696289
100394,D,mlp,7,-0.013489928096532822
100394,D,resid_post,7,2.225482940673828
100394,D,attn,8,-0.31085407733917236
100394,D,mlp,8,-0.3807716965675354
100394,D,resid_post,8,2.743366241455078
100394,D,attn,9,0.831407904624939
100394,D,mlp,9,0.15842664241790771
100394,D,resid_post,9,4.1974592208862305
100394,D,attn,10,0.1441764384508133
100394,D,mlp,10,3.595021963119507
100394,D,resid_post,10,7.352067470550537
100394,D,attn,11,0.7905746102333069
100394,D,mlp,11,1.3442221879959106
100394,D,resid_post,11,15.089810371398926
100394,D,attn,12,-0.07979811728000641
100394,D,mlp,12,0.22270196676254272
100394,D,resid_post,12,8.05380916595459
100394,D,attn,13,0.49335330724716187
100394,D,mlp,13,1.84004807472229
100394,D,resid_post,13,10.522340774536133
100394,D,attn,14,0.5370349287986755
100394,D,mlp,14,-2.082885503768921
100394,D,resid_post,14,3.897801637649536
100394,D,attn,15,0.01590859889984131
100394,D,mlp,15,-1.3407390117645264
100394,D,resid_post,15,-1.1276885271072388
100394,D,attn,16,0.2893030047416687
100394,D,mlp,16,-0.4744502007961273
100394,D,resid_post,16,1.943865418434143
100394,D,attn,17,0.39734920859336853
100394,D,mlp,17,1.2941162586212158
100394,D,resid_post,17,6.3938822746276855
100394,D,attn,18,2.3275208473205566
100394,D,mlp,18,0.7003265619277954
100394,D,resid_post,18,5.604698657989502
100394,D,attn,19,0.018053799867630005
100394,D,mlp,19,4.506491661071777
100394,D,resid_post,19,6.712342262268066
100394,D,attn,20,1.0801715850830078
100394,D,mlp,20,9.129443168640137
100394,D,resid_post,20,16.69068717956543
100394,D,attn,21,1.7610249519348145
100394,D,mlp,21,14.087234497070312
100394,D,resid_post,21,27.36121368408203
100394,D,attn,22,-1.3336671590805054
100394,D,mlp,22,10.771096229553223
100394,D,resid_post,22,29.499874114990234
100394,D,attn,23,-1.421433687210083
100394,D,mlp,23,2.989420175552368
100394,D,resid_post,23,17.217681884765625
100394,D,attn,24,-2.621392250061035
100394,D,mlp,24,0.31827402114868164
100394,D,resid_post,24,7.033699035644531
100394,D,attn,25,0.04246950149536133
100394,D,mlp,25,-0.14037609100341797
100394,D,resid_post,25,5.521839141845703
100394,D,attn,26,-2.383392810821533
100394,D,mlp,26,8.528833389282227
100394,D,resid_post,26,-0.44295310974121094
100394,D,attn,27,-6.511345386505127
100394,D,mlp,27,42.06534194946289
100394,D,resid_post,27,60.50739669799805
100459,A,attn,0,-0.1123686134815216
100459,A,mlp,0,-0.2352549135684967
100459,A,resid_post,0,-0.3701120913028717
100459,A,attn,1,-0.2394561916589737
100459,A,mlp,1,0.31112566590309143
100459,A,resid_post,1,-0.2713635563850403
100459,A,attn,2,-0.027934066951274872
100459,A,mlp,2,0.2003009170293808
100459,A,resid_post,2,-0.22375884652137756
100459,A,attn,3,0.12911978363990784
100459,A,mlp,3,0.5432149767875671
100459,A,resid_post,3,0.9033800959587097
100459,A,attn,4,-0.031042873859405518
100459,A,mlp,4,0.24067182838916779
100459,A,resid_post,4,1.2168140411376953
100459,A,attn,5,-0.34923502802848816
100459,A,mlp,5,2.1371097564697266
100459,A,resid_post,5,1.3213624954223633
100459,A,attn,6,0.29505655169487
100459,A,mlp,6,1.0719428062438965
100459,A,resid_post,6,2.394378423690796
100459,A,attn,7,0.5143378973007202
100459,A,mlp,7,-0.10942121595144272
100459,A,resid_post,7,1.7629425525665283
