case_index,name,level,source,data_type,data_subject,data_sender,data_recipient,transmission_principle,selection_name,control_type,layer,k,random_id,alpha,signed_removal,normal_decision,normal_yes_score,normal_no_score,normal_yes_minus_no_margin,patched_decision,patched_yes_score,patched_no_score,patched_yes_minus_no_margin,delta_toward_yes,no_to_yes_flip,error
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,1.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,2.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,4.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,6.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,1.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,2.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,4.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
0,main1,trajectory,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,6.0,False,No,24.28125,44.96875,-20.6875,No,24.28125,44.96875,-20.6875,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,1.0,False,No,18.1875,43.59375,-25.40625,No,21.78125,43.84375,-22.0625,3.34375,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,2.0,False,No,18.1875,43.59375,-25.40625,No,27.234375,43.375,-16.140625,9.265625,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,4.0,False,No,18.1875,43.59375,-25.40625,Yes,38.21875,37.5625,0.65625,26.0625,1,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,6.0,False,No,18.1875,43.59375,-25.40625,Yes,42.375,23.8125,18.5625,43.96875,1,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,1.0,False,No,18.1875,43.59375,-25.40625,No,21.8125,43.84375,-22.03125,3.375,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,2.0,False,No,18.1875,43.59375,-25.40625,No,27.3125,43.34375,-16.03125,9.375,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,4.0,False,No,18.1875,43.59375,-25.40625,Yes,38.34375,37.4375,0.90625,26.3125,1,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,6.0,False,No,18.1875,43.59375,-25.40625,Yes,42.40625,23.546875,18.859375,44.265625,1,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,1.0,False,No,18.1875,43.59375,-25.40625,No,21.71875,43.84375,-22.125,3.28125,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,2.0,False,No,18.1875,43.59375,-25.40625,No,27.09375,43.40625,-16.3125,9.09375,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,4.0,False,No,18.1875,43.59375,-25.40625,Yes,38.03125,37.8125,0.21875,25.625,1,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,6.0,False,No,18.1875,43.59375,-25.40625,Yes,42.3125,24.296875,18.015625,43.421875,1,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,1.0,False,No,18.1875,43.59375,-25.40625,No,21.515625,43.84375,-22.328125,3.078125,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,2.0,False,No,18.1875,43.59375,-25.40625,No,26.5,43.46875,-16.96875,8.4375,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,4.0,False,No,18.1875,43.59375,-25.40625,No,37.1875,38.75,-1.5625,23.84375,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,6.0,False,No,18.1875,43.59375,-25.40625,Yes,42.09375,26.296875,15.796875,41.203125,1,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,1.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,2.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,4.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,6.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,1.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,2.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,4.0,False,No,18.1875,43.59375,-25.40625,No,18.203125,43.625,-25.421875,-0.015625,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,6.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.625,-25.4375,-0.03125,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,1.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,2.0,False,No,18.1875,43.59375,-25.40625,No,18.203125,43.625,-25.421875,-0.015625,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,4.0,False,No,18.1875,43.59375,-25.40625,No,18.21875,43.625,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,6.0,False,No,18.1875,43.59375,-25.40625,No,18.21875,43.625,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,1.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,2.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,4.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
1,main2,trajectory,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,6.0,False,No,18.1875,43.59375,-25.40625,No,18.1875,43.59375,-25.40625,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,1.0,False,No,18.203125,44.125,-25.921875,No,21.796875,44.46875,-22.671875,3.25,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,2.0,False,No,18.203125,44.125,-25.921875,No,27.34375,44.125,-16.78125,9.140625,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,4.0,False,No,18.203125,44.125,-25.921875,No,38.625,39.03125,-0.40625,25.515625,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,6.0,False,No,18.203125,44.125,-25.921875,Yes,43.1875,25.390625,17.796875,43.71875,1,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,1.0,False,No,18.203125,44.125,-25.921875,No,21.875,44.46875,-22.59375,3.328125,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,2.0,False,No,18.203125,44.125,-25.921875,No,27.59375,44.09375,-16.5,9.421875,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,4.0,False,No,18.203125,44.125,-25.921875,Yes,38.96875,38.65625,0.3125,26.234375,1,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,6.0,False,No,18.203125,44.125,-25.921875,Yes,43.25,24.609375,18.640625,44.5625,1,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,1.0,False,No,18.203125,44.125,-25.921875,No,21.828125,44.46875,-22.640625,3.28125,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,2.0,False,No,18.203125,44.125,-25.921875,No,27.453125,44.125,-16.671875,9.25,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,4.0,False,No,18.203125,44.125,-25.921875,No,38.78125,38.875,-0.09375,25.828125,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,6.0,False,No,18.203125,44.125,-25.921875,Yes,43.21875,25.0625,18.15625,44.078125,1,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,1.0,False,No,18.203125,44.125,-25.921875,No,21.6875,44.46875,-22.78125,3.140625,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,2.0,False,No,18.203125,44.125,-25.921875,No,27.046875,44.1875,-17.140625,8.78125,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,4.0,False,No,18.203125,44.125,-25.921875,No,38.21875,39.46875,-1.25,24.671875,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,6.0,False,No,18.203125,44.125,-25.921875,Yes,43.0625,26.40625,16.65625,42.578125,1,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,1.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,2.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,4.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,6.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,1.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,2.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,4.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,6.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,1.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,2.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,4.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,6.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,1.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,2.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,4.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
2,main3,trajectory,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,6.0,False,No,18.203125,44.125,-25.921875,No,18.203125,44.125,-25.921875,0.0,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,1.0,False,No,27.125,45.1875,-18.0625,No,30.96875,45.25,-14.28125,3.78125,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,2.0,False,No,27.125,45.1875,-18.0625,No,34.90625,44.59375,-9.6875,8.375,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,4.0,False,No,27.125,45.1875,-18.0625,Yes,41.4375,39.59375,1.84375,19.90625,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,6.0,False,No,27.125,45.1875,-18.0625,Yes,44.40625,28.890625,15.515625,33.578125,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,1.0,False,No,27.125,45.1875,-18.0625,No,31.109375,45.21875,-14.109375,3.953125,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,2.0,False,No,27.125,45.1875,-18.0625,No,35.1875,44.5,-9.3125,8.75,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,4.0,False,No,27.125,45.1875,-18.0625,Yes,41.75,39.03125,2.71875,20.78125,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,6.0,False,No,27.125,45.1875,-18.0625,Yes,44.5,27.65625,16.84375,34.90625,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,1.0,False,No,27.125,45.1875,-18.0625,No,31.03125,45.21875,-14.1875,3.875,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,2.0,False,No,27.125,45.1875,-18.0625,No,35.03125,44.53125,-9.5,8.5625,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,4.0,False,No,27.125,45.1875,-18.0625,Yes,41.5625,39.3125,2.25,20.3125,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,6.0,False,No,27.125,45.1875,-18.0625,Yes,44.46875,28.296875,16.171875,34.234375,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,1.0,False,No,27.125,45.1875,-18.0625,No,31.03125,45.25,-14.21875,3.84375,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,2.0,False,No,27.125,45.1875,-18.0625,No,35.03125,44.53125,-9.5,8.5625,0,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,4.0,False,No,27.125,45.1875,-18.0625,Yes,41.5625,39.34375,2.21875,20.28125,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,6.0,False,No,27.125,45.1875,-18.0625,Yes,44.46875,28.359375,16.109375,34.171875,1,
3,main4,trajectory,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_random_top50_r0,random_neurons,22,50,0,1.0,False,No,27.125,45.1875,-18.0625,No,27.125,45.1875,-18.0625,0.0,0,
