layer,neuron,writer_score,selection_name,control_type,k,random_id
22,15598,0.078317754,L22_top50,ci_top_neurons,50,-1
22,18932,0.07769841,L22_top50,ci_top_neurons,50,-1
22,18301,0.07549701,L22_top50,ci_top_neurons,50,-1
22,4825,0.07489968,L22_top50,ci_top_neurons,50,-1
22,12171,0.074415796,L22_top50,ci_top_neurons,50,-1
22,11480,0.07415478,L22_top50,ci_top_neurons,50,-1
22,18761,0.072183326,L22_top50,ci_top_neurons,50,-1
22,12292,0.07143765,L22_top50,ci_top_neurons,50,-1
22,13712,0.07135805,L22_top50,ci_top_neurons,50,-1
22,2411,0.07081987,L22_top50,ci_top_neurons,50,-1
22,16950,0.069963485,L22_top50,ci_top_neurons,50,-1
22,15239,0.06981513,L22_top50,ci_top_neurons,50,-1
22,1375,0.06557493,L22_top50,ci_top_neurons,50,-1
22,3820,0.06548354,L22_top50,ci_top_neurons,50,-1
22,4713,0.0649729,L22_top50,ci_top_neurons,50,-1
22,1095,0.06471409,L22_top50,ci_top_neurons,50,-1
22,8447,0.06420948,L22_top50,ci_top_neurons,50,-1
22,13149,8.355249,L22_top100,ci_top_neurons,100,-1
22,11531,1.5902708,L22_top100,ci_top_neurons,100,-1
22,14624,1.3383467,L22_top100,ci_top_neurons,100,-1
22,9352,0.66288507,L22_top100,ci_top_neurons,100,-1
22,3815,0.6507931,L22_top100,ci_top_neurons,100,-1
22,2394,0.5837613,L22_top100,ci_top_neurons,100,-1
22,5032,0.3543022,L22_top100,ci_top_neurons,100,-1
22,10464,0.3308488,L22_top100,ci_top_neurons,100,-1
22,8751,0.32438967,L22_top100,ci_top_neurons,100,-1
22,5421,0.31219456,L22_top100,ci_top_neurons,100,-1
22,2827,0.24421923,L22_top100,ci_top_neurons,100,-1
22,15990,0.23733501,L22_top100,ci_top_neurons,100,-1
22,3678,0.1709608,L22_top100,ci_top_neurons,100,-1
22,15847,0.16629364,L22_top100,ci_top_neurons,100,-1
22,13533,0.16534698,L22_top100,ci_top_neurons,100,-1
22,7916,0.15676099,L22_top100,ci_top_neurons,100,-1
22,8044,0.1550504,L22_top100,ci_top_neurons,100,-1
22,13990,0.1378804,L22_top100,ci_top_neurons,100,-1
22,12430,0.12295174,L22_top100,ci_top_neurons,100,-1
22,1292,0.11953758,L22_top100,ci_top_neurons,100,-1
22,17082,0.11884593,L22_top100,ci_top_neurons,100,-1
22,14979,0.10486192,L22_top100,ci_top_neurons,100,-1
22,18106,0.10149079,L22_top100,ci_top_neurons,100,-1
22,8997,0.10057842,L22_top100,ci_top_neurons,100,-1
22,16861,0.09693673,L22_top100,ci_top_neurons,100,-1
22,2999,0.09566685,L22_top100,ci_top_neurons,100,-1
22,1315,0.095173836,L22_top100,ci_top_neurons,100,-1
22,9439,0.09141137,L22_top100,ci_top_neurons,100,-1
22,14094,0.084573805,L22_top100,ci_top_neurons,100,-1
22,15021,0.084081635,L22_top100,ci_top_neurons,100,-1
22,6804,0.08315111,L22_top100,ci_top_neurons,100,-1
22,65,0.080386676,L22_top100,ci_top_neurons,100,-1
22,4654,0.078724526,L22_top100,ci_top_neurons,100,-1
22,15598,0.078317754,L22_top100,ci_top_neurons,100,-1
22,18932,0.07769841,L22_top100,ci_top_neurons,100,-1
22,18301,0.07549701,L22_top100,ci_top_neurons,100,-1
22,4825,0.07489968,L22_top100,ci_top_neurons,100,-1
22,12171,0.074415796,L22_top100,ci_top_neurons,100,-1
22,11480,0.07415478,L22_top100,ci_top_neurons,100,-1
22,18761,0.072183326,L22_top100,ci_top_neurons,100,-1
22,12292,0.07143765,L22_top100,ci_top_neurons,100,-1
22,13712,0.07135805,L22_top100,ci_top_neurons,100,-1
22,2411,0.07081987,L22_top100,ci_top_neurons,100,-1
22,16950,0.069963485,L22_top100,ci_top_neurons,100,-1
22,15239,0.06981513,L22_top100,ci_top_neurons,100,-1
22,1375,0.06557493,L22_top100,ci_top_neurons,100,-1
22,3820,0.06548354,L22_top100,ci_top_neurons,100,-1
22,4713,0.0649729,L22_top100,ci_top_neurons,100,-1
22,1095,0.06471409,L22_top100,ci_top_neurons,100,-1
22,8447,0.06420948,L22_top100,ci_top_neurons,100,-1
22,16588,0.06262828,L22_top100,ci_top_neurons,100,-1
22,815,0.062023345,L22_top100,ci_top_neurons,100,-1
22,2389,0.061663575,L22_top100,ci_top_neurons,100,-1
22,10926,0.05954915,L22_top100,ci_top_neurons,100,-1
22,11251,0.058948398,L22_top100,ci_top_neurons,100,-1
22,13,0.058469668,L22_top100,ci_top_neurons,100,-1
22,10967,0.05789255,L22_top100,ci_top_neurons,100,-1
22,1367,0.05633754,L22_top100,ci_top_neurons,100,-1
22,1624,0.05620041,L22_top100,ci_top_neurons,100,-1
22,300,0.0553799,L22_top100,ci_top_neurons,100,-1
22,2459,0.0552019,L22_top100,ci_top_neurons,100,-1
22,16512,0.051250253,L22_top100,ci_top_neurons,100,-1
22,9862,0.051077556,L22_top100,ci_top_neurons,100,-1
22,13385,0.049876682,L22_top100,ci_top_neurons,100,-1
22,18356,0.049144898,L22_top100,ci_top_neurons,100,-1
22,12962,0.048654545,L22_top100,ci_top_neurons,100,-1
22,9853,0.048553687,L22_top100,ci_top_neurons,100,-1
22,16517,0.048186623,L22_top100,ci_top_neurons,100,-1
22,1232,0.046637952,L22_top100,ci_top_neurons,100,-1
22,14009,0.04658119,L22_top100,ci_top_neurons,100,-1
22,18629,0.04359931,L22_top100,ci_top_neurons,100,-1
22,2577,0.04242808,L22_top100,ci_top_neurons,100,-1
22,7590,0.04217398,L22_top100,ci_top_neurons,100,-1
22,13381,0.040842228,L22_top100,ci_top_neurons,100,-1
22,7723,0.04077647,L22_top100,ci_top_neurons,100,-1
22,11959,0.040593326,L22_top100,ci_top_neurons,100,-1
22,17854,0.0398139,L22_top100,ci_top_neurons,100,-1
22,1457,0.03962505,L22_top100,ci_top_neurons,100,-1
22,18391,0.03958218,L22_top100,ci_top_neurons,100,-1
22,582,0.039278984,L22_top100,ci_top_neurons,100,-1
22,15267,0.038450208,L22_top100,ci_top_neurons,100,-1
22,10691,0.038365595,L22_top100,ci_top_neurons,100,-1
22,14480,0.03806718,L22_top100,ci_top_neurons,100,-1
22,7748,0.038061146,L22_top100,ci_top_neurons,100,-1
22,11210,0.037895467,L22_top100,ci_top_neurons,100,-1
22,17369,0.037272073,L22_top100,ci_top_neurons,100,-1
22,56,0.03673678,L22_top100,ci_top_neurons,100,-1
22,15410,0.0363992,L22_top100,ci_top_neurons,100,-1
22,414,0.036316313,L22_top100,ci_top_neurons,100,-1
22,11844,0.036111154,L22_top100,ci_top_neurons,100,-1
22,1692,0.035960555,L22_top100,ci_top_neurons,100,-1
22,3944,0.035764705,L22_top100,ci_top_neurons,100,-1
22,6177,0.035340425,L22_top100,ci_top_neurons,100,-1
22,16042,0.03531335,L22_top100,ci_top_neurons,100,-1
22,17892,0.034685824,L22_top100,ci_top_neurons,100,-1
22,7529,0.034069117,L22_top100,ci_top_neurons,100,-1
22,1103,0.03406824,L22_top100,ci_top_neurons,100,-1
22,8177,0.033953868,L22_top100,ci_top_neurons,100,-1
22,12263,0.03320539,L22_top100,ci_top_neurons,100,-1
22,9586,0.032341212,L22_top100,ci_top_neurons,100,-1
22,13149,8.355249,L22_top200,ci_top_neurons,200,-1
22,11531,1.5902708,L22_top200,ci_top_neurons,200,-1
22,14624,1.3383467,L22_top200,ci_top_neurons,200,-1
22,9352,0.66288507,L22_top200,ci_top_neurons,200,-1
22,3815,0.6507931,L22_top200,ci_top_neurons,200,-1
22,2394,0.5837613,L22_top200,ci_top_neurons,200,-1
22,5032,0.3543022,L22_top200,ci_top_neurons,200,-1
22,10464,0.3308488,L22_top200,ci_top_neurons,200,-1
22,8751,0.32438967,L22_top200,ci_top_neurons,200,-1
22,5421,0.31219456,L22_top200,ci_top_neurons,200,-1
22,2827,0.24421923,L22_top200,ci_top_neurons,200,-1
22,15990,0.23733501,L22_top200,ci_top_neurons,200,-1
22,3678,0.1709608,L22_top200,ci_top_neurons,200,-1
22,15847,0.16629364,L22_top200,ci_top_neurons,200,-1
22,13533,0.16534698,L22_top200,ci_top_neurons,200,-1
22,7916,0.15676099,L22_top200,ci_top_neurons,200,-1
22,8044,0.1550504,L22_top200,ci_top_neurons,200,-1
22,13990,0.1378804,L22_top200,ci_top_neurons,200,-1
22,12430,0.12295174,L22_top200,ci_top_neurons,200,-1
22,1292,0.11953758,L22_top200,ci_top_neurons,200,-1
22,17082,0.11884593,L22_top200,ci_top_neurons,200,-1
22,14979,0.10486192,L22_top200,ci_top_neurons,200,-1
22,18106,0.10149079,L22_top200,ci_top_neurons,200,-1
22,8997,0.10057842,L22_top200,ci_top_neurons,200,-1
22,16861,0.09693673,L22_top200,ci_top_neurons,200,-1
22,2999,0.09566685,L22_top200,ci_top_neurons,200,-1
22,1315,0.095173836,L22_top200,ci_top_neurons,200,-1
22,9439,0.09141137,L22_top200,ci_top_neurons,200,-1
22,14094,0.084573805,L22_top200,ci_top_neurons,200,-1
22,15021,0.084081635,L22_top200,ci_top_neurons,200,-1
22,6804,0.08315111,L22_top200,ci_top_neurons,200,-1
22,65,0.080386676,L22_top200,ci_top_neurons,200,-1
22,4654,0.078724526,L22_top200,ci_top_neurons,200,-1
22,15598,0.078317754,L22_top200,ci_top_neurons,200,-1
22,18932,0.07769841,L22_top200,ci_top_neurons,200,-1
22,18301,0.07549701,L22_top200,ci_top_neurons,200,-1
22,4825,0.07489968,L22_top200,ci_top_neurons,200,-1
22,12171,0.074415796,L22_top200,ci_top_neurons,200,-1
22,11480,0.07415478,L22_top200,ci_top_neurons,200,-1
22,18761,0.072183326,L22_top200,ci_top_neurons,200,-1
22,12292,0.07143765,L22_top200,ci_top_neurons,200,-1
22,13712,0.07135805,L22_top200,ci_top_neurons,200,-1
22,2411,0.07081987,L22_top200,ci_top_neurons,200,-1
22,16950,0.069963485,L22_top200,ci_top_neurons,200,-1
22,15239,0.06981513,L22_top200,ci_top_neurons,200,-1
22,1375,0.06557493,L22_top200,ci_top_neurons,200,-1
22,3820,0.06548354,L22_top200,ci_top_neurons,200,-1
22,4713,0.0649729,L22_top200,ci_top_neurons,200,-1
22,1095,0.06471409,L22_top200,ci_top_neurons,200,-1
22,8447,0.06420948,L22_top200,ci_top_neurons,200,-1
22,16588,0.06262828,L22_top200,ci_top_neurons,200,-1
22,815,0.062023345,L22_top200,ci_top_neurons,200,-1
22,2389,0.061663575,L22_top200,ci_top_neurons,200,-1
22,10926,0.05954915,L22_top200,ci_top_neurons,200,-1
22,11251,0.058948398,L22_top200,ci_top_neurons,200,-1
22,13,0.058469668,L22_top200,ci_top_neurons,200,-1
22,10967,0.05789255,L22_top200,ci_top_neurons,200,-1
22,1367,0.05633754,L22_top200,ci_top_neurons,200,-1
22,1624,0.05620041,L22_top200,ci_top_neurons,200,-1
22,300,0.0553799,L22_top200,ci_top_neurons,200,-1
22,2459,0.0552019,L22_top200,ci_top_neurons,200,-1
22,16512,0.051250253,L22_top200,ci_top_neurons,200,-1
22,9862,0.051077556,L22_top200,ci_top_neurons,200,-1
22,13385,0.049876682,L22_top200,ci_top_neurons,200,-1
22,18356,0.049144898,L22_top200,ci_top_neurons,200,-1
22,12962,0.048654545,L22_top200,ci_top_neurons,200,-1
22,9853,0.048553687,L22_top200,ci_top_neurons,200,-1
22,16517,0.048186623,L22_top200,ci_top_neurons,200,-1
22,1232,0.046637952,L22_top200,ci_top_neurons,200,-1
22,14009,0.04658119,L22_top200,ci_top_neurons,200,-1
22,18629,0.04359931,L22_top200,ci_top_neurons,200,-1
22,2577,0.04242808,L22_top200,ci_top_neurons,200,-1
22,7590,0.04217398,L22_top200,ci_top_neurons,200,-1
22,13381,0.040842228,L22_top200,ci_top_neurons,200,-1
22,7723,0.04077647,L22_top200,ci_top_neurons,200,-1
22,11959,0.040593326,L22_top200,ci_top_neurons,200,-1
22,17854,0.0398139,L22_top200,ci_top_neurons,200,-1
22,1457,0.03962505,L22_top200,ci_top_neurons,200,-1
22,18391,0.03958218,L22_top200,ci_top_neurons,200,-1
22,582,0.039278984,L22_top200,ci_top_neurons,200,-1
22,15267,0.038450208,L22_top200,ci_top_neurons,200,-1
22,10691,0.038365595,L22_top200,ci_top_neurons,200,-1
22,14480,0.03806718,L22_top200,ci_top_neurons,200,-1
22,7748,0.038061146,L22_top200,ci_top_neurons,200,-1
22,11210,0.037895467,L22_top200,ci_top_neurons,200,-1
22,17369,0.037272073,L22_top200,ci_top_neurons,200,-1
22,56,0.03673678,L22_top200,ci_top_neurons,200,-1
22,15410,0.0363992,L22_top200,ci_top_neurons,200,-1
22,414,0.036316313,L22_top200,ci_top_neurons,200,-1
22,11844,0.036111154,L22_top200,ci_top_neurons,200,-1
22,1692,0.035960555,L22_top200,ci_top_neurons,200,-1
22,3944,0.035764705,L22_top200,ci_top_neurons,200,-1
22,6177,0.035340425,L22_top200,ci_top_neurons,200,-1
22,16042,0.03531335,L22_top200,ci_top_neurons,200,-1
22,17892,0.034685824,L22_top200,ci_top_neurons,200,-1
22,7529,0.034069117,L22_top200,ci_top_neurons,200,-1
22,1103,0.03406824,L22_top200,ci_top_neurons,200,-1
22,8177,0.033953868,L22_top200,ci_top_neurons,200,-1
22,12263,0.03320539,L22_top200,ci_top_neurons,200,-1
22,9586,0.032341212,L22_top200,ci_top_neurons,200,-1
22,13454,0.03230667,L22_top200,ci_top_neurons,200,-1
22,5352,0.03161444,L22_top200,ci_top_neurons,200,-1
22,9786,0.031343482,L22_top200,ci_top_neurons,200,-1
22,12385,0.031232938,L22_top200,ci_top_neurons,200,-1
22,5891,0.031105923,L22_top200,ci_top_neurons,200,-1
22,1025,0.031100683,L22_top200,ci_top_neurons,200,-1
22,5876,0.03040205,L22_top200,ci_top_neurons,200,-1
22,15486,0.030365808,L22_top200,ci_top_neurons,200,-1
22,18045,0.030000001,L22_top200,ci_top_neurons,200,-1
22,12238,0.029765414,L22_top200,ci_top_neurons,200,-1
22,2908,0.029017825,L22_top200,ci_top_neurons,200,-1
22,12319,0.0289368,L22_top200,ci_top_neurons,200,-1
22,3508,0.028927848,L22_top200,ci_top_neurons,200,-1
22,8292,0.02892718,L22_top200,ci_top_neurons,200,-1
22,4502,0.028776499,L22_top200,ci_top_neurons,200,-1
22,9402,0.028775748,L22_top200,ci_top_neurons,200,-1
22,7472,0.028675456,L22_top200,ci_top_neurons,200,-1
22,18114,0.028643962,L22_top200,ci_top_neurons,200,-1
22,9960,0.028508622,L22_top200,ci_top_neurons,200,-1
22,5377,0.027979385,L22_top200,ci_top_neurons,200,-1
22,11201,0.027888067,L22_top200,ci_top_neurons,200,-1
22,2630,0.02737593,L22_top200,ci_top_neurons,200,-1
22,17648,0.027276315,L22_top200,ci_top_neurons,200,-1
22,16671,0.026993608,L22_top200,ci_top_neurons,200,-1
22,8737,0.02659117,L22_top200,ci_top_neurons,200,-1
22,13526,0.02645452,L22_top200,ci_top_neurons,200,-1
22,4003,0.02625042,L22_top200,ci_top_neurons,200,-1
22,10738,0.026200704,L22_top200,ci_top_neurons,200,-1
22,13701,0.026077982,L22_top200,ci_top_neurons,200,-1
22,17257,0.025390666,L22_top200,ci_top_neurons,200,-1
22,12845,0.025156025,L22_top200,ci_top_neurons,200,-1
22,2304,0.025004197,L22_top200,ci_top_neurons,200,-1
22,9563,0.024984501,L22_top200,ci_top_neurons,200,-1
22,14915,0.024731342,L22_top200,ci_top_neurons,200,-1
22,914,0.024490487,L22_top200,ci_top_neurons,200,-1
22,11610,0.024293525,L22_top200,ci_top_neurons,200,-1
22,4475,0.024147037,L22_top200,ci_top_neurons,200,-1
22,5174,0.023939157,L22_top200,ci_top_neurons,200,-1
22,10455,0.023714462,L22_top200,ci_top_neurons,200,-1
22,8685,0.023633761,L22_top200,ci_top_neurons,200,-1
22,15494,0.023528906,L22_top200,ci_top_neurons,200,-1
22,17877,0.02341646,L22_top200,ci_top_neurons,200,-1
22,11967,0.023069799,L22_top200,ci_top_neurons,200,-1
22,2556,0.022686798,L22_top200,ci_top_neurons,200,-1
22,12957,0.022624845,L22_top200,ci_top_neurons,200,-1
22,1369,0.022529148,L22_top200,ci_top_neurons,200,-1
22,8225,0.022398897,L22_top200,ci_top_neurons,200,-1
22,4862,0.022393705,L22_top200,ci_top_neurons,200,-1
22,3457,0.022378938,L22_top200,ci_top_neurons,200,-1
22,4083,0.022309309,L22_top200,ci_top_neurons,200,-1
22,7776,0.022199787,L22_top200,ci_top_neurons,200,-1
22,17803,0.022122197,L22_top200,ci_top_neurons,200,-1
22,11365,0.022121444,L22_top200,ci_top_neurons,200,-1
22,13581,0.021934807,L22_top200,ci_top_neurons,200,-1
22,10733,0.021873593,L22_top200,ci_top_neurons,200,-1
22,6504,0.02183772,L22_top200,ci_top_neurons,200,-1
22,18466,0.021621661,L22_top200,ci_top_neurons,200,-1
22,1122,0.021434493,L22_top200,ci_top_neurons,200,-1
22,16603,0.021242442,L22_top200,ci_top_neurons,200,-1
22,8721,0.020944398,L22_top200,ci_top_neurons,200,-1
22,3651,0.020484002,L22_top200,ci_top_neurons,200,-1
22,10774,0.020450734,L22_top200,ci_top_neurons,200,-1
22,18910,0.020337464,L22_top200,ci_top_neurons,200,-1
22,15540,0.020058932,L22_top200,ci_top_neurons,200,-1
22,16662,0.020019997,L22_top200,ci_top_neurons,200,-1
22,5086,0.019879442,L22_top200,ci_top_neurons,200,-1
22,1523,0.019859932,L22_top200,ci_top_neurons,200,-1
22,14217,0.01982972,L22_top200,ci_top_neurons,200,-1
22,11609,0.019693399,L22_top200,ci_top_neurons,200,-1
22,18166,0.019608008,L22_top200,ci_top_neurons,200,-1
22,3302,0.019487573,L22_top200,ci_top_neurons,200,-1
22,11222,0.019360747,L22_top200,ci_top_neurons,200,-1
22,16176,0.019321917,L22_top200,ci_top_neurons,200,-1
22,7141,0.019235434,L22_top200,ci_top_neurons,200,-1
22,16434,0.019024735,L22_top200,ci_top_neurons,200,-1
22,6252,0.018796606,L22_top200,ci_top_neurons,200,-1
22,9466,0.018580157,L22_top200,ci_top_neurons,200,-1
22,6628,0.018544326,L22_top200,ci_top_neurons,200,-1
22,1334,0.018510893,L22_top200,ci_top_neurons,200,-1
22,4418,0.018462053,L22_top200,ci_top_neurons,200,-1
22,954,0.018353669,L22_top200,ci_top_neurons,200,-1
22,9772,0.018237688,L22_top200,ci_top_neurons,200,-1
22,12069,0.018125553,L22_top200,ci_top_neurons,200,-1
22,18197,0.018044494,L22_top200,ci_top_neurons,200,-1
22,3413,0.01782164,L22_top200,ci_top_neurons,200,-1
22,13652,0.017750395,L22_top200,ci_top_neurons,200,-1
22,12499,0.01774788,L22_top200,ci_top_neurons,200,-1
22,3123,0.017696816,L22_top200,ci_top_neurons,200,-1
22,8845,0.017688977,L22_top200,ci_top_neurons,200,-1
22,11508,0.017673986,L22_top200,ci_top_neurons,200,-1
22,5405,0.017630072,L22_top200,ci_top_neurons,200,-1
22,2645,0.017620165,L22_top200,ci_top_neurons,200,-1
22,1295,0.01760088,L22_top200,ci_top_neurons,200,-1
22,642,0.017566202,L22_top200,ci_top_neurons,200,-1
22,7254,0.017498536,L22_top200,ci_top_neurons,200,-1
22,8927,0.0174458,L22_top200,ci_top_neurons,200,-1
22,6064,0.01738669,L22_top200,ci_top_neurons,200,-1
22,7500,0.01723933,L22_top200,ci_top_neurons,200,-1
22,18071,0.017193632,L22_top200,ci_top_neurons,200,-1
22,7096,0.017097475,L22_top200,ci_top_neurons,200,-1
22,13149,8.355249,L22_top500,ci_top_neurons,500,-1
22,11531,1.5902708,L22_top500,ci_top_neurons,500,-1
22,14624,1.3383467,L22_top500,ci_top_neurons,500,-1
22,9352,0.66288507,L22_top500,ci_top_neurons,500,-1
22,3815,0.6507931,L22_top500,ci_top_neurons,500,-1
22,2394,0.5837613,L22_top500,ci_top_neurons,500,-1
22,5032,0.3543022,L22_top500,ci_top_neurons,500,-1
22,10464,0.3308488,L22_top500,ci_top_neurons,500,-1
22,8751,0.32438967,L22_top500,ci_top_neurons,500,-1
22,5421,0.31219456,L22_top500,ci_top_neurons,500,-1
22,2827,0.24421923,L22_top500,ci_top_neurons,500,-1
22,15990,0.23733501,L22_top500,ci_top_neurons,500,-1
22,3678,0.1709608,L22_top500,ci_top_neurons,500,-1
22,15847,0.16629364,L22_top500,ci_top_neurons,500,-1
22,13533,0.16534698,L22_top500,ci_top_neurons,500,-1
22,7916,0.15676099,L22_top500,ci_top_neurons,500,-1
22,8044,0.1550504,L22_top500,ci_top_neurons,500,-1
22,13990,0.1378804,L22_top500,ci_top_neurons,500,-1
22,12430,0.12295174,L22_top500,ci_top_neurons,500,-1
22,1292,0.11953758,L22_top500,ci_top_neurons,500,-1
22,17082,0.11884593,L22_top500,ci_top_neurons,500,-1
22,14979,0.10486192,L22_top500,ci_top_neurons,500,-1
22,18106,0.10149079,L22_top500,ci_top_neurons,500,-1
22,8997,0.10057842,L22_top500,ci_top_neurons,500,-1
22,16861,0.09693673,L22_top500,ci_top_neurons,500,-1
22,2999,0.09566685,L22_top500,ci_top_neurons,500,-1
22,1315,0.095173836,L22_top500,ci_top_neurons,500,-1
22,9439,0.09141137,L22_top500,ci_top_neurons,500,-1
22,14094,0.084573805,L22_top500,ci_top_neurons,500,-1
22,15021,0.084081635,L22_top500,ci_top_neurons,500,-1
22,6804,0.08315111,L22_top500,ci_top_neurons,500,-1
22,65,0.080386676,L22_top500,ci_top_neurons,500,-1
22,4654,0.078724526,L22_top500,ci_top_neurons,500,-1
22,15598,0.078317754,L22_top500,ci_top_neurons,500,-1
22,18932,0.07769841,L22_top500,ci_top_neurons,500,-1
22,18301,0.07549701,L22_top500,ci_top_neurons,500,-1
22,4825,0.07489968,L22_top500,ci_top_neurons,500,-1
22,12171,0.074415796,L22_top500,ci_top_neurons,500,-1
22,11480,0.07415478,L22_top500,ci_top_neurons,500,-1
22,18761,0.072183326,L22_top500,ci_top_neurons,500,-1
22,12292,0.07143765,L22_top500,ci_top_neurons,500,-1
22,13712,0.07135805,L22_top500,ci_top_neurons,500,-1
22,2411,0.07081987,L22_top500,ci_top_neurons,500,-1
22,16950,0.069963485,L22_top500,ci_top_neurons,500,-1
22,15239,0.06981513,L22_top500,ci_top_neurons,500,-1
22,1375,0.06557493,L22_top500,ci_top_neurons,500,-1
22,3820,0.06548354,L22_top500,ci_top_neurons,500,-1
22,4713,0.0649729,L22_top500,ci_top_neurons,500,-1
22,1095,0.06471409,L22_top500,ci_top_neurons,500,-1
22,8447,0.06420948,L22_top500,ci_top_neurons,500,-1
22,16588,0.06262828,L22_top500,ci_top_neurons,500,-1
22,815,0.062023345,L22_top500,ci_top_neurons,500,-1
22,2389,0.061663575,L22_top500,ci_top_neurons,500,-1
22,10926,0.05954915,L22_top500,ci_top_neurons,500,-1
22,11251,0.058948398,L22_top500,ci_top_neurons,500,-1
22,13,0.058469668,L22_top500,ci_top_neurons,500,-1
22,10967,0.05789255,L22_top500,ci_top_neurons,500,-1
22,1367,0.05633754,L22_top500,ci_top_neurons,500,-1
22,1624,0.05620041,L22_top500,ci_top_neurons,500,-1
22,300,0.0553799,L22_top500,ci_top_neurons,500,-1
22,2459,0.0552019,L22_top500,ci_top_neurons,500,-1
22,16512,0.051250253,L22_top500,ci_top_neurons,500,-1
22,9862,0.051077556,L22_top500,ci_top_neurons,500,-1
22,13385,0.049876682,L22_top500,ci_top_neurons,500,-1
22,18356,0.049144898,L22_top500,ci_top_neurons,500,-1
22,12962,0.048654545,L22_top500,ci_top_neurons,500,-1
22,9853,0.048553687,L22_top500,ci_top_neurons,500,-1
22,16517,0.048186623,L22_top500,ci_top_neurons,500,-1
22,1232,0.046637952,L22_top500,ci_top_neurons,500,-1
22,14009,0.04658119,L22_top500,ci_top_neurons,500,-1
22,18629,0.04359931,L22_top500,ci_top_neurons,500,-1
22,2577,0.04242808,L22_top500,ci_top_neurons,500,-1
22,7590,0.04217398,L22_top500,ci_top_neurons,500,-1
22,13381,0.040842228,L22_top500,ci_top_neurons,500,-1
22,7723,0.04077647,L22_top500,ci_top_neurons,500,-1
22,11959,0.040593326,L22_top500,ci_top_neurons,500,-1
22,17854,0.0398139,L22_top500,ci_top_neurons,500,-1
22,1457,0.03962505,L22_top500,ci_top_neurons,500,-1
22,18391,0.03958218,L22_top500,ci_top_neurons,500,-1
22,582,0.039278984,L22_top500,ci_top_neurons,500,-1
22,15267,0.038450208,L22_top500,ci_top_neurons,500,-1
22,10691,0.038365595,L22_top500,ci_top_neurons,500,-1
22,14480,0.03806718,L22_top500,ci_top_neurons,500,-1
22,7748,0.038061146,L22_top500,ci_top_neurons,500,-1
22,11210,0.037895467,L22_top500,ci_top_neurons,500,-1
22,17369,0.037272073,L22_top500,ci_top_neurons,500,-1
22,56,0.03673678,L22_top500,ci_top_neurons,500,-1
22,15410,0.0363992,L22_top500,ci_top_neurons,500,-1
22,414,0.036316313,L22_top500,ci_top_neurons,500,-1
22,11844,0.036111154,L22_top500,ci_top_neurons,500,-1
22,1692,0.035960555,L22_top500,ci_top_neurons,500,-1
22,3944,0.035764705,L22_top500,ci_top_neurons,500,-1
22,6177,0.035340425,L22_top500,ci_top_neurons,500,-1
22,16042,0.03531335,L22_top500,ci_top_neurons,500,-1
22,17892,0.034685824,L22_top500,ci_top_neurons,500,-1
22,7529,0.034069117,L22_top500,ci_top_neurons,500,-1
22,1103,0.03406824,L22_top500,ci_top_neurons,500,-1
22,8177,0.033953868,L22_top500,ci_top_neurons,500,-1
22,12263,0.03320539,L22_top500,ci_top_neurons,500,-1
22,9586,0.032341212,L22_top500,ci_top_neurons,500,-1
