pair,donor,receiver,experiment,direction,site,layer,n,mean_effect,mean_aligned_effect,median_aligned_effect,flip_rate,source_answer_rate,target_answer_rate,mean_original_margin,mean_patched_margin
base_to_ci,base,ci,final_AB,A_to_B,final,2,49,0.004464285714285714,0.004464285714285714,0.0,0.0,0.0,1.0,-0.4846938775510204,-0.4802295918367347
base_to_ci,base,ci,final_AB,A_to_B,final,3,49,0.0006377551020408163,0.0006377551020408163,0.0,0.04081632653061224,0.04081632653061224,0.9591836734693877,-0.4846938775510204,-0.4840561224489796
base_to_ci,base,ci,final_AB,A_to_B,final,4,49,-0.006377551020408163,-0.006377551020408163,0.0,0.0,0.0,1.0,-0.4846938775510204,-0.49107142857142855
base_to_ci,base,ci,final_AB,A_to_B,final,5,49,0.011479591836734694,0.011479591836734694,0.03125,0.0,0.0,1.0,-0.4846938775510204,-0.4732142857142857
base_to_ci,base,ci,final_AB,A_to_B,final,6,49,0.02295918367346939,0.02295918367346939,0.03125,0.04081632653061224,0.04081632653061224,0.9591836734693877,-0.4846938775510204,-0.461734693877551
base_to_ci,base,ci,final_AB,A_to_B,final,7,49,0.05293367346938776,0.05293367346938776,0.0625,0.12244897959183673,0.12244897959183673,0.8775510204081632,-0.4846938775510204,-0.4317602040816326
base_to_ci,base,ci,final_AB,A_to_B,final,8,49,0.07142857142857142,0.07142857142857142,0.0625,0.1836734693877551,0.1836734693877551,0.8163265306122449,-0.4846938775510204,-0.413265306122449
base_to_ci,base,ci,final_AB,A_to_B,final,9,49,0.15625,0.15625,0.1875,0.3673469387755102,0.3673469387755102,0.6326530612244898,-0.4846938775510204,-0.3284438775510204
base_to_ci,base,ci,final_AB,A_to_B,final,10,49,0.1989795918367347,0.1989795918367347,0.1875,0.3673469387755102,0.3673469387755102,0.6326530612244898,-0.4846938775510204,-0.2857142857142857
base_to_ci,base,ci,final_AB,A_to_B,final,11,49,0.22704081632653061,0.22704081632653061,0.21875,0.3673469387755102,0.3673469387755102,0.6326530612244898,-0.4846938775510204,-0.2576530612244898
base_to_ci,base,ci,final_AB,A_to_B,final,12,49,0.2302295918367347,0.2302295918367347,0.25,0.3673469387755102,0.3673469387755102,0.6326530612244898,-0.4846938775510204,-0.2544642857142857
base_to_ci,base,ci,final_AB,A_to_B,final,13,49,0.22576530612244897,0.22576530612244897,0.25,0.40816326530612246,0.40816326530612246,0.5918367346938775,-0.4846938775510204,-0.25892857142857145
base_to_ci,base,ci,final_AB,A_to_B,final,14,49,0.21428571428571427,0.21428571428571427,0.21875,0.3673469387755102,0.3673469387755102,0.6326530612244898,-0.4846938775510204,-0.27040816326530615
base_to_ci,base,ci,final_AB,A_to_B,final,15,49,0.3048469387755102,0.3048469387755102,0.3125,0.4489795918367347,0.4489795918367347,0.5510204081632653,-0.4846938775510204,-0.1798469387755102
base_to_ci,base,ci,final_AB,A_to_B,final,16,49,0.4094387755102041,0.4094387755102041,0.4375,0.4489795918367347,0.4489795918367347,0.5510204081632653,-0.4846938775510204,-0.07525510204081633
base_to_ci,base,ci,final_AB,A_to_B,final,17,49,0.6383928571428571,0.6383928571428571,0.65625,0.6122448979591837,0.6122448979591837,0.3877551020408163,-0.4846938775510204,0.15369897959183673
base_to_ci,base,ci,final_AB,A_to_B,final,18,49,5.02359693877551,5.02359693877551,5.03125,1.0,1.0,0.0,-0.4846938775510204,4.53890306122449
base_to_ci,base,ci,final_AB,A_to_B,final,19,49,6.3979591836734695,6.3979591836734695,6.8125,1.0,1.0,0.0,-0.4846938775510204,5.913265306122449
base_to_ci,base,ci,final_AB,A_to_B,final,20,49,8.700255102040817,8.700255102040817,9.375,1.0,1.0,0.0,-0.4846938775510204,8.215561224489797
base_to_ci,base,ci,final_AB,A_to_B,final,21,49,8.813775510204081,8.813775510204081,9.5,1.0,1.0,0.0,-0.4846938775510204,8.329081632653061
base_to_ci,base,ci,final_AB,A_to_B,final,22,49,8.814732142857142,8.814732142857142,9.4375,1.0,1.0,0.0,-0.4846938775510204,8.330038265306122
base_to_ci,base,ci,final_AB,A_to_B,final,23,49,9.036352040816327,9.036352040816327,9.71875,1.0,1.0,0.0,-0.4846938775510204,8.551658163265307
base_to_ci,base,ci,final_AB,A_to_B,final,24,49,9.058354591836734,9.058354591836734,9.71875,1.0,1.0,0.0,-0.4846938775510204,8.573660714285714
base_to_ci,base,ci,final_AB,A_to_B,final,25,49,9.510204081632653,9.510204081632653,10.21875,1.0,1.0,0.0,-0.4846938775510204,9.025510204081632
base_to_ci,base,ci,final_AB,A_to_B,final,26,49,9.740433673469388,9.740433673469388,10.4375,1.0,1.0,0.0,-0.4846938775510204,9.255739795918368
base_to_ci,base,ci,final_AB,A_to_B,final,27,49,6.347576530612245,6.347576530612245,6.796875,1.0,1.0,0.0,-0.4846938775510204,5.862882653061225
base_to_ci,base,ci,final_AB,B_to_A,final,0,49,0.0009566326530612245,-0.0009566326530612245,-0.0,0.0,0.0,1.0,8.571747448979592,8.572704081632653
base_to_ci,base,ci,final_AB,B_to_A,final,1,49,-0.01881377551020408,0.01881377551020408,0.03125,0.0,0.0,1.0,8.571747448979592,8.552933673469388
base_to_ci,base,ci,final_AB,B_to_A,final,2,49,-0.021045918367346938,0.021045918367346938,0.03125,0.0,0.0,1.0,8.571747448979592,8.550701530612244
base_to_ci,base,ci,final_AB,B_to_A,final,3,49,-0.033482142857142856,0.033482142857142856,0.03125,0.0,0.0,1.0,8.571747448979592,8.53826530612245
base_to_ci,base,ci,final_AB,B_to_A,final,4,49,-0.02072704081632653,0.02072704081632653,0.03125,0.0,0.0,1.0,8.571747448979592,8.551020408163266
base_to_ci,base,ci,final_AB,B_to_A,final,5,49,-0.028380102040816327,0.028380102040816327,0.03125,0.0,0.0,1.0,8.571747448979592,8.543367346938776
base_to_ci,base,ci,final_AB,B_to_A,final,6,49,-0.02295918367346939,0.02295918367346939,0.03125,0.0,0.0,1.0,8.571747448979592,8.548788265306122
base_to_ci,base,ci,final_AB,B_to_A,final,7,49,-0.002551020408163265,0.002551020408163265,-0.0,0.0,0.0,1.0,8.571747448979592,8.569196428571429
base_to_ci,base,ci,final_AB,B_to_A,final,8,49,0.024872448979591837,-0.024872448979591837,-0.03125,0.0,0.0,1.0,8.571747448979592,8.596619897959183
base_to_ci,base,ci,final_AB,B_to_A,final,9,49,0.15146683673469388,-0.15146683673469388,-0.15625,0.0,0.0,1.0,8.571747448979592,8.723214285714286
base_to_ci,base,ci,final_AB,B_to_A,final,10,49,0.1597576530612245,-0.1597576530612245,-0.15625,0.0,0.0,1.0,8.571747448979592,8.731505102040817
base_to_ci,base,ci,final_AB,B_to_A,final,11,49,0.1760204081632653,-0.1760204081632653,-0.1875,0.0,0.0,1.0,8.571747448979592,8.747767857142858
base_to_ci,base,ci,final_AB,B_to_A,final,12,49,0.1760204081632653,-0.1760204081632653,-0.1875,0.0,0.0,1.0,8.571747448979592,8.747767857142858
base_to_ci,base,ci,final_AB,B_to_A,final,13,49,0.12436224489795919,-0.12436224489795919,-0.125,0.0,0.0,1.0,8.571747448979592,8.69610969387755
base_to_ci,base,ci,final_AB,B_to_A,final,14,49,0.061224489795918366,-0.061224489795918366,-0.078125,0.0,0.0,1.0,8.571747448979592,8.63297193877551
base_to_ci,base,ci,final_AB,B_to_A,final,15,49,-0.03475765306122449,0.03475765306122449,-0.015625,0.0,0.0,1.0,8.571747448979592,8.536989795918368
base_to_ci,base,ci,final_AB,B_to_A,final,16,49,-0.11702806122448979,0.11702806122448979,0.078125,0.0,0.0,1.0,8.571747448979592,8.454719387755102
base_to_ci,base,ci,final_AB,B_to_A,final,17,49,-0.4164540816326531,0.4164540816326531,0.4375,0.0,0.0,1.0,8.571747448979592,8.155293367346939
base_to_ci,base,ci,final_AB,B_to_A,final,18,49,-4.107461734693878,4.107461734693878,4.0625,0.0,0.0,1.0,8.571747448979592,4.464285714285714
base_to_ci,base,ci,final_AB,B_to_A,final,19,49,-5.261798469387755,5.261798469387755,5.25,0.0,0.0,1.0,8.571747448979592,3.309948979591837
base_to_ci,base,ci,final_AB,B_to_A,final,20,49,-7.060905612244898,7.060905612244898,7.40625,0.0,0.0,1.0,8.571747448979592,1.5108418367346939
base_to_ci,base,ci,final_AB,B_to_A,final,21,49,-7.125956632653061,7.125956632653061,7.4375,0.0,0.0,1.0,8.571747448979592,1.4457908163265305
base_to_ci,base,ci,final_AB,B_to_A,final,22,49,-7.142538265306122,7.142538265306122,7.46875,0.0,0.0,1.0,8.571747448979592,1.4292091836734695
base_to_ci,base,ci,final_AB,B_to_A,final,23,49,-7.292410714285714,7.292410714285714,7.5625,0.0,0.0,1.0,8.571747448979592,1.2793367346938775
base_to_ci,base,ci,final_AB,B_to_A,final,24,49,-7.326211734693878,7.326211734693878,7.59375,0.0,0.0,1.0,8.571747448979592,1.2455357142857142
base_to_ci,base,ci,final_AB,B_to_A,final,25,49,-7.568558673469388,7.568558673469388,7.875,0.0,0.0,1.0,8.571747448979592,1.003188775510204
base_to_ci,base,ci,final_AB,B_to_A,final,26,49,-7.77327806122449,7.77327806122449,8.09375,0.0,0.0,1.0,8.571747448979592,0.798469387755102
base_to_ci,base,ci,final_AB,B_to_A,final,27,49,-9.68718112244898,9.68718112244898,9.96875,0.9795918367346939,0.9795918367346939,0.02040816326530612,8.571747448979592,-1.1154336734693877
base_to_ci,base,ci,final_AC,A_to_C,final,0,87,-0.005747126436781609,-0.005747126436781609,0.0,0.0,0.011494252873563218,0.9885057471264368,-0.8681752873563219,-0.8739224137931034
base_to_ci,base,ci,final_AC,A_to_C,final,1,87,-0.010775862068965518,-0.010775862068965518,0.0,0.0,0.011494252873563218,0.9885057471264368,-0.8681752873563219,-0.8789511494252874
base_to_ci,base,ci,final_AC,A_to_C,final,2,87,-0.004310344827586207,-0.004310344827586207,0.0,0.0,0.011494252873563218,0.9885057471264368,-0.8681752873563219,-0.8724856321839081
base_to_ci,base,ci,final_AC,A_to_C,final,3,87,-0.003232758620689655,-0.003232758620689655,0.0,0.0,0.011494252873563218,0.9885057471264368,-0.8681752873563219,-0.8714080459770115
base_to_ci,base,ci,final_AC,A_to_C,final,4,87,-0.010057471264367816,-0.010057471264367816,0.0,0.011494252873563218,0.022988505747126436,0.9770114942528736,-0.8681752873563219,-0.8782327586206896
base_to_ci,base,ci,final_AC,A_to_C,final,5,87,0.007543103448275862,0.007543103448275862,0.0,0.011494252873563218,0.022988505747126436,0.9770114942528736,-0.8681752873563219,-0.860632183908046
base_to_ci,base,ci,final_AC,A_to_C,final,6,87,0.017959770114942528,0.017959770114942528,0.03125,0.04597701149425287,0.05747126436781609,0.9425287356321839,-0.8681752873563219,-0.8502155172413793
base_to_ci,base,ci,final_AC,A_to_C,final,7,87,0.028376436781609195,0.028376436781609195,0.03125,0.06896551724137931,0.08045977011494253,0.9195402298850575,-0.8681752873563219,-0.8397988505747126
base_to_ci,base,ci,final_AC,A_to_C,final,8,87,0.0610632183908046,0.0610632183908046,0.0625,0.06896551724137931,0.08045977011494253,0.9195402298850575,-0.8681752873563219,-0.8071120689655172
base_to_ci,base,ci,final_AC,A_to_C,final,9,87,0.1300287356321839,0.1300287356321839,0.125,0.12643678160919541,0.13793103448275862,0.8620689655172413,-0.8681752873563219,-0.7381465517241379
base_to_ci,base,ci,final_AC,A_to_C,final,10,87,0.16630747126436782,0.16630747126436782,0.15625,0.12643678160919541,0.13793103448275862,0.8620689655172413,-0.8681752873563219,-0.701867816091954
base_to_ci,base,ci,final_AC,A_to_C,final,11,87,0.20797413793103448,0.20797413793103448,0.21875,0.1839080459770115,0.19540229885057472,0.8045977011494253,-0.8681752873563219,-0.6602011494252874
base_to_ci,base,ci,final_AC,A_to_C,final,12,87,0.23239942528735633,0.23239942528735633,0.21875,0.1839080459770115,0.19540229885057472,0.8045977011494253,-0.8681752873563219,-0.6357758620689655
base_to_ci,base,ci,final_AC,A_to_C,final,13,87,0.24604885057471265,0.24604885057471265,0.25,0.20689655172413793,0.21839080459770116,0.7816091954022989,-0.8681752873563219,-0.6221264367816092
base_to_ci,base,ci,final_AC,A_to_C,final,14,87,0.24317528735632185,0.24317528735632185,0.25,0.20689655172413793,0.21839080459770116,0.7816091954022989,-0.8681752873563219,-0.625
base_to_ci,base,ci,final_AC,A_to_C,final,15,87,0.33728448275862066,0.33728448275862066,0.34375,0.20689655172413793,0.21839080459770116,0.7816091954022989,-0.8681752873563219,-0.5308908045977011
base_to_ci,base,ci,final_AC,A_to_C,final,16,87,0.4500718390804598,0.4500718390804598,0.4375,0.26436781609195403,0.27586206896551724,0.7241379310344828,-0.8681752873563219,-0.41810344827586204
base_to_ci,base,ci,final_AC,A_to_C,final,17,87,0.7395833333333334,0.7395833333333334,0.71875,0.4367816091954023,0.4482758620689655,0.5517241379310345,-0.8681752873563219,-0.1285919540229885
base_to_ci,base,ci,final_AC,A_to_C,final,18,87,6.315014367816092,6.315014367816092,6.65625,0.9885057471264368,1.0,0.0,-0.8681752873563219,5.44683908045977
base_to_ci,base,ci,final_AC,A_to_C,final,19,87,8.163433908045977,8.163433908045977,8.65625,0.9885057471264368,1.0,0.0,-0.8681752873563219,7.295258620689655
base_to_ci,base,ci,final_AC,A_to_C,final,20,87,11.793462643678161,11.793462643678161,12.34375,0.9885057471264368,1.0,0.0,-0.8681752873563219,10.925287356321839
base_to_ci,base,ci,final_AC,A_to_C,final,21,87,11.951688218390805,11.951688218390805,12.5,0.9885057471264368,1.0,0.0,-0.8681752873563219,11.083512931034482
base_to_ci,base,ci,final_AC,A_to_C,final,22,87,11.94055316091954,11.94055316091954,12.453125,0.9885057471264368,1.0,0.0,-0.8681752873563219,11.072377873563218
base_to_ci,base,ci,final_AC,A_to_C,final,23,87,12.243175287356323,12.243175287356323,12.828125,0.9885057471264368,1.0,0.0,-0.8681752873563219,11.375
base_to_ci,base,ci,final_AC,A_to_C,final,24,87,12.29076867816092,12.29076867816092,12.859375,0.9885057471264368,1.0,0.0,-0.8681752873563219,11.422593390804598
base_to_ci,base,ci,final_AC,A_to_C,final,25,87,12.901400862068966,12.901400862068966,13.484375,0.9885057471264368,1.0,0.0,-0.8681752873563219,12.033225574712644
base_to_ci,base,ci,final_AC,A_to_C,final,26,87,13.151939655172415,13.151939655172415,13.765625,0.9885057471264368,1.0,0.0,-0.8681752873563219,12.283764367816092
base_to_ci,base,ci,final_AC,A_to_C,final,27,87,9.238505747126437,9.238505747126437,9.6875,0.9885057471264368,1.0,0.0,-0.8681752873563219,8.370330459770114
base_to_ci,base,ci,final_AC,C_to_A,final,0,87,-0.005387931034482759,0.005387931034482759,-0.0,0.0,0.0,1.0,12.235452586206897,12.230064655172415
base_to_ci,base,ci,final_AC,C_to_A,final,1,87,-0.01939655172413793,0.01939655172413793,0.015625,0.0,0.0,1.0,12.235452586206897,12.216056034482758
base_to_ci,base,ci,final_AC,C_to_A,final,2,87,-0.0305316091954023,0.0305316091954023,0.03125,0.0,0.0,1.0,12.235452586206897,12.204920977011493
base_to_ci,base,ci,final_AC,C_to_A,final,3,87,-0.03969109195402299,0.03969109195402299,0.03125,0.0,0.0,1.0,12.235452586206897,12.195761494252874
base_to_ci,base,ci,final_AC,C_to_A,final,4,87,-0.02819683908045977,0.02819683908045977,0.03125,0.0,0.0,1.0,12.235452586206897,12.207255747126437
base_to_ci,base,ci,final_AC,C_to_A,final,5,87,-0.0319683908045977,0.0319683908045977,0.03125,0.0,0.0,1.0,12.235452586206897,12.203484195402298
base_to_ci,base,ci,final_AC,C_to_A,final,6,87,-0.03609913793103448,0.03609913793103448,0.03125,0.0,0.0,1.0,12.235452586206897,12.199353448275861
base_to_ci,base,ci,final_AC,C_to_A,final,7,87,-0.015625,0.015625,0.03125,0.0,0.0,1.0,12.235452586206897,12.219827586206897
base_to_ci,base,ci,final_AC,C_to_A,final,8,87,-0.00035919540229885057,0.00035919540229885057,-0.0,0.0,0.0,1.0,12.235452586206897,12.235093390804598
base_to_ci,base,ci,final_AC,C_to_A,final,9,87,0.12823275862068967,-0.12823275862068967,-0.125,0.0,0.0,1.0,12.235452586206897,12.363685344827585
base_to_ci,base,ci,final_AC,C_to_A,final,10,87,0.13182471264367815,-0.13182471264367815,-0.125,0.0,0.0,1.0,12.235452586206897,12.367277298850574
base_to_ci,base,ci,final_AC,C_to_A,final,11,87,0.14744971264367815,-0.14744971264367815,-0.15625,0.0,0.0,1.0,12.235452586206897,12.382902298850574
base_to_ci,base,ci,final_AC,C_to_A,final,12,87,0.14655172413793102,-0.14655172413793102,-0.15625,0.0,0.0,1.0,12.235452586206897,12.382004310344827
base_to_ci,base,ci,final_AC,C_to_A,final,13,87,0.08548850574712644,-0.08548850574712644,-0.078125,0.0,0.0,1.0,12.235452586206897,12.320941091954023
base_to_ci,base,ci,final_AC,C_to_A,final,14,87,0.02244971264367816,-0.02244971264367816,-0.0,0.0,0.0,1.0,12.235452586206897,12.257902298850574
base_to_ci,base,ci,final_AC,C_to_A,final,15,87,-0.05244252873563218,0.05244252873563218,0.0625,0.0,0.0,1.0,12.235452586206897,12.183010057471265
