pair,donor_model,receiver_model,donor,receiver,scenario_id,experiment,direction,source_version,target_version,site,layer,n_positions_patched,source_expected,target_expected,expected_direction,original_yes_logit,original_no_logit,original_margin,original_decision,patched_yes_logit,patched_no_logit,patched_margin,patched_decision,effect,aligned_effect,flipped,patched_matches_source_answer,patched_matches_target_answer
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,13,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,36.59375,35.9375,0.65625,Yes,0.09375,0.09375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,14,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,36.6875,36.0,0.6875,Yes,0.125,0.125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,15,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,36.75,36.0625,0.6875,Yes,0.125,0.125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,16,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,36.84375,36.09375,0.75,Yes,0.1875,0.1875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,17,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,37.125,36.125,1.0,Yes,0.4375,0.4375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,18,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,38.96875,36.25,2.71875,Yes,2.15625,2.15625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,19,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,40.40625,36.40625,4.0,Yes,3.4375,3.4375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,20,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,42.65625,35.59375,7.0625,Yes,6.5,6.5,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,21,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,42.75,35.59375,7.15625,Yes,6.59375,6.59375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,22,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,42.78125,35.65625,7.125,Yes,6.5625,6.5625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,23,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,42.84375,35.59375,7.25,Yes,6.6875,6.6875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,24,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,42.90625,35.59375,7.3125,Yes,6.75,6.75,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,25,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,43.25,35.53125,7.71875,Yes,7.15625,7.15625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,26,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,43.3125,35.25,8.0625,Yes,7.5,7.5,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,A_to_D,A,D,final,27,1,Yes,No,1,36.40625,35.84375,0.5625,Yes,36.84375,31.734375,5.109375,Yes,4.546875,4.546875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,0,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.125,34.25,8.875,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,1,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.125,34.21875,8.90625,Yes,0.03125,-0.03125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,2,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.125,34.25,8.875,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,3,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.125,34.21875,8.90625,Yes,0.03125,-0.03125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,4,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.125,34.1875,8.9375,Yes,0.0625,-0.0625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,5,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.125,34.125,9.0,Yes,0.125,-0.125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,6,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.15625,34.15625,9.0,Yes,0.125,-0.125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,7,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.1875,34.1875,9.0,Yes,0.125,-0.125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,8,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.1875,34.25,8.9375,Yes,0.0625,-0.0625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,9,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.21875,34.3125,8.90625,Yes,0.03125,-0.03125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,10,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.21875,34.34375,8.875,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,11,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.21875,34.40625,8.8125,Yes,-0.0625,0.0625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,12,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.1875,34.40625,8.78125,Yes,-0.09375,0.09375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,13,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.1875,34.4375,8.75,Yes,-0.125,0.125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,14,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.21875,34.4375,8.78125,Yes,-0.09375,0.09375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,15,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.15625,34.46875,8.6875,Yes,-0.1875,0.1875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,16,1,No,Yes,-1,43.125,34.25,8.875,Yes,43.125,34.53125,8.59375,Yes,-0.28125,0.28125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,17,1,No,Yes,-1,43.125,34.25,8.875,Yes,42.875,34.8125,8.0625,Yes,-0.8125,0.8125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,18,1,No,Yes,-1,43.125,34.25,8.875,Yes,39.8125,35.8125,4.0,Yes,-4.875,4.875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,19,1,No,Yes,-1,43.125,34.25,8.875,Yes,38.34375,36.34375,2.0,Yes,-6.875,6.875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,20,1,No,Yes,-1,43.125,34.25,8.875,Yes,36.71875,36.84375,-0.125,No,-9.0,9.0,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,21,1,No,Yes,-1,43.125,34.25,8.875,Yes,36.5,36.65625,-0.15625,No,-9.03125,9.03125,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,22,1,No,Yes,-1,43.125,34.25,8.875,Yes,36.5,36.6875,-0.1875,No,-9.0625,9.0625,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,23,1,No,Yes,-1,43.125,34.25,8.875,Yes,36.375,36.6875,-0.3125,No,-9.1875,9.1875,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,24,1,No,Yes,-1,43.125,34.25,8.875,Yes,36.40625,36.75,-0.34375,No,-9.21875,9.21875,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,25,1,No,Yes,-1,43.125,34.25,8.875,Yes,36.0625,36.65625,-0.59375,No,-9.46875,9.46875,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,26,1,No,Yes,-1,43.125,34.25,8.875,Yes,35.90625,36.71875,-0.8125,No,-9.6875,9.6875,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100034,final_AD,D_to_A,D,A,final,27,1,No,Yes,-1,43.125,34.25,8.875,Yes,32.25,34.65625,-2.40625,No,-11.28125,11.28125,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,0,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.09375,36.15625,0.9375,Yes,-0.03125,-0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,1,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.125,36.15625,0.96875,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,2,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.09375,36.15625,0.9375,Yes,-0.03125,-0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,3,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.125,36.15625,0.96875,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,4,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.125,36.15625,0.96875,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,5,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.09375,36.125,0.96875,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,6,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.09375,36.15625,0.9375,Yes,-0.03125,-0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,7,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.09375,36.15625,0.9375,Yes,-0.03125,-0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,8,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.125,36.21875,0.90625,Yes,-0.0625,-0.0625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,9,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.1875,36.21875,0.96875,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,10,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.1875,36.25,0.9375,Yes,-0.03125,-0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,11,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.1875,36.28125,0.90625,Yes,-0.0625,-0.0625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,12,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.1875,36.25,0.9375,Yes,-0.03125,-0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,13,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.28125,36.3125,0.96875,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,14,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.34375,36.34375,1.0,Yes,0.03125,0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,15,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.40625,36.34375,1.0625,Yes,0.09375,0.09375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,16,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.5,36.375,1.125,Yes,0.15625,0.15625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,17,1,Yes,No,1,37.125,36.15625,0.96875,Yes,37.84375,36.4375,1.40625,Yes,0.4375,0.4375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,18,1,Yes,No,1,37.125,36.15625,0.96875,Yes,42.78125,35.78125,7.0,Yes,6.03125,6.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,19,1,Yes,No,1,37.125,36.15625,0.96875,Yes,43.625,34.90625,8.71875,Yes,7.75,7.75,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,20,1,Yes,No,1,37.125,36.15625,0.96875,Yes,44.78125,32.34375,12.4375,Yes,11.46875,11.46875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,21,1,Yes,No,1,37.125,36.15625,0.96875,Yes,45.03125,32.28125,12.75,Yes,11.78125,11.78125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,22,1,Yes,No,1,37.125,36.15625,0.96875,Yes,45.03125,32.25,12.78125,Yes,11.8125,11.8125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,23,1,Yes,No,1,37.125,36.15625,0.96875,Yes,45.09375,31.875,13.21875,Yes,12.25,12.25,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,24,1,Yes,No,1,37.125,36.15625,0.96875,Yes,45.15625,31.828125,13.328125,Yes,12.359375,12.359375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,25,1,Yes,No,1,37.125,36.15625,0.96875,Yes,45.53125,31.75,13.78125,Yes,12.8125,12.8125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,26,1,Yes,No,1,37.125,36.15625,0.96875,Yes,45.53125,31.375,14.15625,Yes,13.1875,13.1875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,A_to_D,A,D,final,27,1,Yes,No,1,37.125,36.15625,0.96875,Yes,38.34375,27.96875,10.375,Yes,9.40625,9.40625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,0,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.15625,31.125,14.03125,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,1,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.15625,31.109375,14.046875,Yes,0.015625,-0.015625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,2,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.15625,31.109375,14.046875,Yes,0.015625,-0.015625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,3,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.15625,31.078125,14.078125,Yes,0.046875,-0.046875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,4,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.125,31.09375,14.03125,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,5,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.125,31.03125,14.09375,Yes,0.0625,-0.0625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,6,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.125,31.0625,14.0625,Yes,0.03125,-0.03125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,7,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.1875,31.109375,14.078125,Yes,0.046875,-0.046875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,100035,final_AD,D_to_A,D,A,final,8,1,No,Yes,-1,45.15625,31.125,14.03125,Yes,45.1875,31.1875,14.0,Yes,-0.03125,0.03125,False,False,True
