scenario_id,domain,recipient_allowed_tok_len,recipient_disallowed_tok_len,purpose_allowed_tok_len,purpose_disallowed_tok_len,recipient_length_matched,purpose_length_matched,both_length_matched,prompt_A_len,prompt_D_len,final_answer_idx_A,final_answer_idx_D,use_final_AB,use_final_AC,use_final_AD,use_recipient_AB,use_recipient_CD,use_purpose_AC,use_purpose_BD,use_both_AD,improve_B,improve_C,improve_D,base_A_correct,base_B_correct,base_C_correct,base_D_correct,ci_A_correct,ci_B_correct,ci_C_correct,ci_D_correct,base_A_margin,base_B_margin,base_C_margin,base_D_margin,ci_A_margin,ci_B_margin,ci_C_margin,ci_D_margin,both_clean_AB,both_clean_AC,both_clean_AD,patch_final_AD,patch_recipient_AB_lasttok,patch_purpose_AC_lasttok,patch_recipient_AB_strictspan,patch_purpose_AC_strictspan,patch_both_AD_strictspan,improve_B_uncapped,improve_C_uncapped,improve_D_uncapped
100168,finance,1,2,2,3,False,False,False,80,82,79,81,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,13.59375,0.6875,1.15625,-0.9375,14.34375,0.75,-0.09375,-2.25,False,True,False,False,False,True,False,False,False,False,True,False
100169,finance,1,3,2,2,False,True,False,78,80,77,79,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,6.4375,0.40625,0.875,0.5625,6.125,-0.0625,-0.09375,0.09375,True,True,False,False,True,True,False,True,False,True,True,False
100171,finance,1,2,2,3,False,False,False,82,84,81,83,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,8.875,0.09375,-2.78125,-3.375,8.21875,-0.59375,-3.59375,-3.96875,True,False,False,False,True,False,False,False,False,True,False,False
100174,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,14.703125,3.34375,1.1875,4.03125,15.046875,3.25,-0.78125,3.84375,False,True,False,False,False,True,False,True,False,False,True,False
100185,finance,1,2,2,3,False,False,False,76,78,75,77,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,16.859375,7.71875,9.5625,0.5,17.5625,8.328125,9.09375,-0.65625,False,False,True,True,False,False,False,False,False,False,False,True
100188,finance,1,1,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,14.4375,8.40625,0.71875,-9.203125,14.640625,7.78125,0.0,-10.296875,False,True,False,False,False,True,False,True,False,False,True,False
100206,finance,1,2,2,3,False,False,False,77,79,76,78,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,8.75,5.40625,-2.46875,0.53125,9.03125,5.71875,-3.9375,-0.25,False,False,True,True,False,False,False,False,False,False,False,True
100208,finance,1,1,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,11.140625,7.46875,0.34375,-3.25,12.5,8.5,-0.9375,-4.84375,False,True,False,False,False,True,False,True,False,False,True,False
100220,finance,1,2,2,3,False,False,False,76,78,75,77,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,3.1875,0.375,-15.546875,-18.65625,2.53125,-0.15625,-16.90625,-19.65625,True,False,False,False,True,False,False,False,False,True,False,False
100230,finance,1,2,2,2,False,True,False,83,84,82,83,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,10.84375,10.9375,-6.09375,0.8125,11.65625,12.3125,-8.46875,-1.34375,False,False,True,True,False,False,False,False,False,False,False,True
100232,finance,1,3,2,2,False,True,False,77,79,76,78,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,18.09375,12.3125,0.40625,2.3125,18.921875,12.53125,-2.0,0.875,False,True,False,False,False,True,False,True,False,False,True,False
100260,finance,1,2,2,2,False,True,False,82,83,81,82,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,8.875,0.09375,-1.71875,1.125,8.21875,-0.59375,-2.5,0.59375,True,False,False,False,True,False,False,False,False,True,False,False
100266,finance,1,3,2,2,False,True,False,84,86,83,85,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,0.875,-0.125,-0.03125,1.125,0.375,-0.34375,-1.15625,-0.0625,False,False,True,True,False,False,False,False,False,False,False,True
100267,finance,1,3,2,2,False,True,False,76,78,75,77,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,16.53125,8.6875,0.5625,-0.53125,16.75,8.1875,-0.75,-1.3125,False,True,False,False,False,True,False,True,False,False,True,False
100279,finance,1,3,2,2,False,True,False,85,87,84,86,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,14.046875,10.84375,-3.21875,0.5625,14.40625,10.875,-4.78125,-1.0625,False,False,True,True,False,False,False,False,False,False,False,True
100290,finance,1,1,2,3,True,False,False,80,81,79,80,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,True,13.59375,9.125,1.15625,-5.0,14.34375,9.34375,-0.09375,-6.96875,False,True,False,False,False,True,False,False,False,False,True,False
100355,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,9.5625,1.625,0.625,-6.125,9.53125,1.9375,-0.75,-6.5625,False,True,False,False,False,True,False,True,False,False,True,False
100356,finance,1,2,2,2,False,True,False,80,81,79,80,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,14.4375,3.59375,0.71875,-3.71875,14.640625,3.40625,0.0,-4.5,False,True,False,False,False,True,False,True,False,False,True,False
100367,finance,1,2,2,2,False,True,False,82,83,81,82,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,14.390625,-2.3125,0.3125,-11.328125,15.21875,-2.625,-1.625,-12.765625,False,True,False,False,False,True,False,True,False,False,True,False
100391,finance,1,2,2,3,False,False,False,78,80,77,79,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,9.84375,6.75,0.6875,-1.71875,10.28125,6.78125,-0.9375,-3.40625,False,True,False,False,False,True,False,False,False,False,True,False
100394,finance,1,3,2,2,False,True,False,82,84,81,83,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,8.875,5.90625,-6.875,1.1875,8.21875,5.3125,-8.03125,-0.0625,False,False,True,True,False,False,False,False,False,False,False,True
100398,finance,1,2,2,2,False,True,False,78,79,77,78,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,6.4375,4.5,0.875,0.8125,6.125,4.40625,-0.09375,0.5625,False,True,False,False,False,True,False,True,False,False,True,False
100419,finance,1,2,2,2,False,True,False,75,76,74,75,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,17.25,8.875,-0.53125,1.40625,17.9375,9.3125,-2.65625,-0.125,False,False,True,True,False,False,False,False,False,False,False,True
100457,finance,1,1,2,3,True,False,False,78,79,77,78,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,True,11.71875,7.8125,0.84375,-1.65625,11.6875,8.09375,-0.0625,-2.78125,False,True,False,False,False,True,False,False,False,False,True,False
100459,finance,1,2,2,2,False,True,False,82,83,81,82,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,14.390625,1.03125,0.3125,0.53125,15.21875,1.15625,-1.625,-1.875,False,False,True,True,False,False,False,False,False,False,True,True
100460,finance,1,1,2,2,True,True,True,77,77,76,76,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,16.109375,3.90625,0.3125,-8.84375,16.09375,3.65625,-1.15625,-10.5,False,True,False,False,False,True,False,True,False,False,True,False
100483,finance,1,2,2,2,False,True,False,78,79,77,78,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,4.3125,-1.0625,-1.9375,0.03125,4.90625,-1.03125,-2.6875,-0.59375,False,False,True,True,False,False,False,False,False,False,False,True
100505,finance,1,2,2,3,False,False,False,79,81,78,80,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,13.203125,1.625,2.96875,0.5,14.03125,1.71875,1.875,-0.78125,False,False,True,True,False,False,False,False,False,False,False,True
100520,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,10.46875,0.78125,-21.859375,-19.890625,10.0625,0.0,-23.546875,-21.109375,True,False,False,False,True,False,False,False,False,True,False,False
100525,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,10.46875,0.78125,-17.40625,-14.0625,10.0625,0.0,-20.609375,-16.0,True,False,False,False,True,False,False,False,False,True,False,False
100537,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,3.1875,0.375,-0.15625,-2.4375,2.53125,-0.15625,-0.8125,-3.46875,True,False,False,False,True,False,False,False,False,True,False,False
100548,finance,1,2,2,3,False,False,False,78,80,77,79,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,16.640625,4.3125,2.90625,0.4375,17.546875,4.1875,0.96875,-1.34375,False,False,True,True,False,False,False,False,False,False,False,True
100555,finance,1,3,2,2,False,True,False,78,80,77,79,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,6.4375,0.40625,-25.65625,-19.28125,6.125,-0.0625,-26.5,-21.296875,True,False,False,False,True,False,False,False,False,True,False,False
100583,finance,1,1,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,2.34375,-0.5,-0.21875,0.28125,1.21875,-1.75,-0.53125,-1.03125,False,False,True,True,False,False,False,False,True,False,False,True
100606,finance,1,1,2,3,True,False,False,80,81,79,80,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,14.4375,8.40625,9.0,0.3125,14.640625,7.78125,8.40625,-1.59375,False,False,True,True,False,False,False,False,False,False,False,True
100619,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,7.34375,4.28125,5.625,0.90625,6.5625,4.125,4.65625,-0.28125,False,False,True,True,False,False,False,False,False,False,False,True
100702,finance,1,2,2,3,False,False,False,76,78,75,77,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,14.703125,8.03125,7.5,0.5,15.046875,8.5,6.65625,-0.40625,False,False,True,True,False,False,False,False,False,False,False,True
100717,finance,1,2,2,2,False,True,False,77,78,76,77,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,18.09375,5.4375,0.40625,-17.609375,18.921875,6.0,-2.0,-19.8125,False,True,False,False,False,True,False,True,False,False,True,False
100747,finance,1,3,2,2,False,True,False,78,80,77,79,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,5.78125,0.40625,1.28125,0.15625,5.5,0.0625,0.28125,-0.3125,False,False,True,True,False,False,False,False,False,False,False,True
100791,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,7.34375,5.28125,5.625,0.34375,6.5625,4.59375,4.65625,-0.625,False,False,True,True,False,False,False,False,False,False,False,True
100792,finance,1,2,2,3,False,False,False,81,83,80,82,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,15.703125,7.0,6.46875,0.21875,16.421875,6.40625,5.84375,-0.8125,False,False,True,True,False,False,False,False,False,False,False,True
100798,finance,1,2,2,2,False,True,False,85,86,84,85,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,9.125,5.21875,-3.96875,0.9375,9.53125,4.84375,-5.40625,-0.1875,False,False,True,True,False,False,False,False,False,False,False,True
100831,finance,1,2,2,2,False,True,False,81,82,80,81,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,15.703125,6.90625,6.5,0.65625,16.421875,6.71875,5.625,-0.4375,False,False,True,True,False,False,False,False,False,False,False,True
100850,finance,1,3,2,3,False,False,False,76,79,75,78,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,5.53125,5.0,-3.3125,0.4375,5.34375,4.96875,-4.75,-0.3125,False,False,True,True,False,False,False,False,False,False,False,True
100898,finance,1,2,2,2,False,True,False,80,81,79,80,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,2.34375,2.15625,-4.53125,1.0625,1.21875,1.28125,-6.8125,-1.40625,False,False,True,True,False,False,False,False,False,False,False,True
100900,finance,1,2,2,2,False,True,False,81,82,80,81,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,10.03125,3.90625,-4.28125,0.0625,10.46875,3.5,-6.59375,-1.03125,False,False,True,True,False,False,False,False,False,False,False,True
100909,finance,1,2,2,2,False,True,False,80,81,79,80,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,13.59375,0.46875,11.65625,0.1875,14.34375,0.25,11.65625,-0.8125,False,False,True,True,False,False,False,False,False,False,False,True
100919,finance,1,3,2,2,False,True,False,81,83,80,82,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,10.03125,10.09375,-1.09375,1.46875,10.46875,10.59375,-2.375,-0.125,False,False,True,True,False,False,False,False,False,False,False,True
100921,finance,1,2,2,2,False,True,False,77,78,76,77,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,13.953125,5.90625,-8.59375,0.46875,14.484375,6.4375,-11.984375,-0.75,False,False,True,True,False,False,False,False,False,False,False,True
100922,finance,1,2,2,3,False,False,False,78,80,77,79,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,9.84375,3.78125,0.6875,-1.34375,10.28125,4.53125,-0.9375,-2.78125,False,True,False,False,False,True,False,False,False,False,True,False
100927,finance,1,2,2,2,False,True,False,78,79,77,78,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,11.71875,10.90625,-3.71875,0.21875,11.6875,11.375,-4.875,-0.40625,False,False,True,True,False,False,False,False,False,False,False,True
100962,finance,1,3,2,2,False,True,False,77,79,76,78,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,10.078125,7.96875,-7.65625,0.8125,9.9375,8.40625,-10.671875,-0.25,False,False,True,True,False,False,False,False,False,False,False,True
101109,finance,1,2,2,2,False,True,False,77,78,76,77,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,18.09375,9.75,0.40625,0.5625,18.921875,10.5625,-2.0,-1.15625,False,False,True,True,False,False,False,False,False,False,True,True
101121,finance,1,2,2,3,False,False,False,76,78,75,77,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,16.015625,8.453125,9.71875,0.75,16.75,9.203125,9.25,-0.625,False,False,True,True,False,False,False,False,False,False,False,True
101156,finance,1,3,2,2,False,True,False,82,84,81,83,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,14.390625,13.1875,-5.59375,0.09375,15.21875,14.09375,-7.40625,-2.0,False,False,True,True,False,False,False,False,False,False,False,True
101157,finance,1,2,2,2,False,True,False,79,80,78,79,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,15.625,4.71875,-4.21875,0.65625,16.203125,5.75,-6.5,-0.90625,False,False,True,True,False,False,False,False,False,False,False,True
101269,finance,1,1,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.40625,3.90625,8.65625,0.15625,13.375,4.46875,9.125,-0.21875,False,False,True,True,False,False,False,False,True,False,False,True
101311,finance,1,2,2,2,False,True,False,76,77,75,76,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,14.703125,8.03125,1.1875,0.3125,15.046875,8.5,-0.78125,-0.3125,False,False,True,True,False,False,False,False,False,False,True,True
101380,finance,1,2,2,2,False,True,False,85,86,84,85,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,9.125,12.140625,-10.953125,0.5625,9.53125,14.0,-14.4375,-1.5,False,False,True,True,False,False,False,False,False,False,False,True
101397,finance,1,2,2,3,False,False,False,76,78,75,77,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,9.5625,2.5,2.96875,0.5625,9.53125,2.96875,2.125,0.0,False,False,True,True,False,False,False,False,False,False,False,True
101502,finance,1,2,2,2,False,True,False,77,78,76,77,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,13.953125,12.890625,-15.84375,0.03125,14.484375,14.28125,-18.625,-1.25,False,False,True,True,False,False,False,False,False,False,False,True
101521,finance,1,2,2,3,False,False,False,79,81,78,80,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,13.203125,1.25,2.96875,0.46875,14.03125,1.09375,1.875,-0.375,False,False,True,True,False,False,False,False,False,False,False,True
101554,mental_health,2,2,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,13.0625,-4.34375,0.09375,-13.078125,13.078125,-6.0625,-0.78125,-15.671875,False,True,False,False,False,True,False,True,False,False,True,False
101559,mental_health,2,2,2,2,True,True,True,77,77,76,76,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,11.484375,4.375,2.0,0.6875,12.140625,3.90625,1.5,-0.03125,False,False,True,True,False,False,False,False,True,False,False,True
101568,mental_health,2,2,2,2,True,True,True,82,82,81,81,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,7.984375,8.140625,1.4375,0.0625,7.59375,7.28125,1.375,-0.90625,False,False,True,True,False,False,False,False,True,False,False,True
101582,mental_health,2,2,2,2,True,True,True,83,83,82,82,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,10.890625,9.84375,2.4375,0.15625,10.0625,9.09375,2.71875,-1.21875,False,False,True,True,False,False,False,False,True,False,False,True
101586,mental_health,2,2,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,13.0625,11.1875,0.09375,0.375,13.078125,11.03125,-0.78125,-0.53125,False,True,True,True,False,True,False,True,True,False,True,True
101600,mental_health,2,2,2,2,True,True,True,77,77,76,76,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,11.75,9.140625,8.71875,0.4375,12.015625,8.90625,8.8125,-0.21875,False,False,True,True,False,False,False,False,True,False,False,True
101648,mental_health,2,2,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,6.59375,3.71875,-3.03125,0.09375,6.40625,3.25,-4.03125,-1.9375,False,False,True,True,False,False,False,False,True,False,False,True
101660,mental_health,2,2,2,2,True,True,True,81,81,80,80,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,13.734375,3.15625,10.15625,1.28125,14.09375,2.1875,9.1875,-2.84375,False,False,True,True,False,False,False,False,True,False,False,True
101661,mental_health,2,2,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,7.953125,6.75,0.4375,-1.78125,8.0,6.09375,-1.40625,-3.75,False,True,False,False,False,True,False,True,False,False,True,False
101666,mental_health,2,2,2,2,True,True,True,85,85,84,84,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,10.484375,7.640625,2.0625,0.90625,11.390625,8.4375,0.75,-0.5625,False,False,True,True,False,False,False,False,True,False,False,True
101678,mental_health,2,2,2,2,True,True,True,92,92,91,91,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.015625,9.703125,8.34375,0.59375,15.21875,9.0,7.21875,-1.15625,False,False,True,True,False,False,False,False,True,False,False,True
101728,mental_health,2,2,2,2,True,True,True,92,92,91,91,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,15.015625,9.703125,0.875,-7.265625,15.21875,9.0,-1.0,-10.5,False,True,False,False,False,True,False,True,False,False,True,False
101736,mental_health,2,2,2,2,True,True,True,86,86,85,85,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,3.625,0.375,-6.578125,-9.984375,3.34375,-0.75,-7.734375,-12.359375,True,False,False,False,True,False,True,False,False,True,False,False
101749,mental_health,2,2,2,2,True,True,True,77,77,76,76,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.421875,8.1875,8.40625,1.09375,12.1875,6.5,7.0,-1.0625,False,False,True,True,False,False,False,False,True,False,False,True
101755,mental_health,2,2,2,2,True,True,True,81,81,80,80,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,16.46875,8.484375,9.9375,1.09375,17.390625,8.609375,9.65625,-0.8125,False,False,True,True,False,False,False,False,True,False,False,True
101801,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,13.59375,0.8125,6.6875,-7.15625,13.46875,0.0,5.1875,-8.8125,True,False,False,False,True,False,True,False,False,True,False,False
101805,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,12.25,0.59375,0.46875,-11.3125,12.296875,-0.28125,0.15625,-10.84375,True,False,False,False,True,False,True,False,False,True,False,False
101813,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,8.53125,2.59375,0.71875,-6.234375,7.71875,1.96875,-0.625,-7.46875,False,True,False,False,False,True,False,True,False,False,True,False
101822,mental_health,2,2,2,2,True,True,True,85,85,84,84,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,10.484375,8.5,2.0625,1.0625,11.390625,9.578125,0.75,-0.25,False,False,True,True,False,False,False,False,True,False,False,True
101839,mental_health,2,2,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.875,10.890625,5.3125,1.1875,13.0,10.78125,4.75,0.0,False,False,True,True,False,False,False,False,True,False,False,True
101854,mental_health,2,2,2,2,True,True,True,92,92,91,91,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,15.015625,16.421875,0.875,-0.375,15.21875,17.140625,-1.0,-2.34375,False,True,False,False,False,True,False,True,False,False,True,False
101875,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,12.25,0.59375,2.71875,-14.25,12.296875,-0.28125,2.71875,-14.125,True,False,False,False,True,False,True,False,False,True,False,False
101890,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,13.59375,0.8125,-1.53125,-12.546875,13.46875,0.0,-3.3125,-15.640625,True,False,False,False,True,False,True,False,False,True,False,False
101901,mental_health,2,2,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,7.953125,1.75,0.4375,-7.15625,8.0,0.125,-1.40625,-9.71875,False,True,False,False,False,True,False,True,False,False,True,False
101909,mental_health,2,2,2,2,True,True,True,83,83,82,82,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,8.53125,4.71875,7.53125,0.40625,8.53125,2.78125,8.09375,-1.53125,False,False,True,True,False,False,False,False,True,False,False,True
101923,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.171875,6.1875,5.59375,0.34375,11.375,4.9375,3.875,-1.78125,False,False,True,True,False,False,False,False,True,False,False,True
101964,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,8.53125,-4.25,0.71875,-21.390625,7.71875,-5.65625,-0.625,-22.671875,False,True,False,False,False,True,False,True,False,False,True,False
