model,model_short,scenario_id,experiment,patch_family,is_control,layer,source_version,target_version,source_expected,target_expected,expected_direction,source_sites,target_sites,n_patched_tokens,source_margin,target_original_margin,patched_margin,patch_effect,aligned_effect,source_decision,target_original_decision,patched_decision,source_yes_logit,source_no_logit,target_original_yes_logit,target_original_no_logit,patched_yes_logit,patched_no_logit,source_prompt_len,target_prompt_len
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,10,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.46875,0.03125,0.03125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.15625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,11,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.46875,0.03125,0.03125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.15625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,12,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.46875,0.03125,0.03125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.59375,35.125,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,13,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.46875,0.03125,0.03125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.15625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,14,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.46875,0.03125,0.03125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.6875,35.21875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,15,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.5,0.0625,0.0625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.71875,35.21875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,16,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.5,0.0625,0.0625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.78125,35.28125,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,17,A,B,Yes,No,1,final,final,1,6.46875,0.4375,0.53125,0.09375,0.09375,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,36.0625,35.53125,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,18,A,B,Yes,No,1,final,final,1,6.46875,0.4375,2.0,1.5625,1.5625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,37.90625,35.90625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,19,A,B,Yes,No,1,final,final,1,6.46875,0.4375,3.46875,3.03125,3.03125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,39.0625,35.59375,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,20,A,B,Yes,No,1,final,final,1,6.46875,0.4375,5.65625,5.21875,5.21875,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,40.375,34.71875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,21,A,B,Yes,No,1,final,final,1,6.46875,0.4375,5.71875,5.28125,5.28125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,40.46875,34.75,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,22,A,B,Yes,No,1,final,final,1,6.46875,0.4375,5.75,5.3125,5.3125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,40.4375,34.6875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,23,A,B,Yes,No,1,final,final,1,6.46875,0.4375,5.90625,5.46875,5.46875,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,40.5,34.59375,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,24,A,B,Yes,No,1,final,final,1,6.46875,0.4375,5.96875,5.53125,5.53125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,40.53125,34.5625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,25,A,B,Yes,No,1,final,final,1,6.46875,0.4375,6.25,5.8125,5.8125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,40.75,34.5,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,26,A,B,Yes,No,1,final,final,1,6.46875,0.4375,6.375,5.9375,5.9375,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,40.78125,34.40625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_A_to_B,final_AB,False,27,A,B,Yes,No,1,final,final,1,6.46875,0.4375,3.625,3.1875,3.1875,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.15625,31.53125,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,0,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.4375,-0.03125,0.03125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.84375,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,1,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.46875,0.0,-0.0,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.875,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,2,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.46875,0.0,-0.0,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.875,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,3,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.4375,-0.03125,0.03125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.84375,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,4,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.4375,-0.03125,0.03125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.875,34.4375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,5,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.4375,-0.03125,0.03125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.84375,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,6,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.46875,0.0,-0.0,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.875,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,7,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.46875,0.0,-0.0,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.875,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,8,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.46875,0.0,-0.0,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.84375,34.375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,9,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.4375,-0.03125,0.03125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.875,34.4375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,10,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.40625,-0.0625,0.0625,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.84375,34.4375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,11,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.40625,-0.0625,0.0625,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.84375,34.4375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,12,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.4375,-0.03125,0.03125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.875,34.4375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,13,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.4375,-0.03125,0.03125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.84375,34.40625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,14,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.375,-0.09375,0.09375,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.75,34.375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,15,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.375,-0.09375,0.09375,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.75,34.375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,16,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.34375,-0.125,0.125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.6875,34.34375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,17,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,6.21875,-0.25,0.25,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,40.46875,34.25,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,18,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,4.40625,-2.0625,2.0625,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,38.9375,34.53125,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,19,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,2.78125,-3.6875,3.6875,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,37.65625,34.875,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,20,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,1.0,-5.46875,5.46875,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,36.15625,35.15625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,21,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,0.9375,-5.53125,5.53125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,36.03125,35.09375,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,22,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,0.9375,-5.53125,5.53125,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,36.0625,35.125,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,23,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,0.8125,-5.65625,5.65625,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,36.03125,35.21875,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,24,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,0.78125,-5.6875,5.6875,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,36.0,35.21875,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,25,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,0.59375,-5.875,5.875,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,35.8125,35.21875,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,26,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,0.46875,-6.0,6.0,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,35.71875,35.25,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,final_AB_B_to_A,final_AB,False,27,B,A,No,Yes,-1,final,final,1,0.4375,6.46875,-1.46875,-7.9375,7.9375,Yes,Yes,No,35.65625,35.21875,40.875,34.40625,31.75,33.21875,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,0,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.34375,2.90625,2.90625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,37.90625,34.5625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,1,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.21875,2.78125,2.78125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,37.71875,34.5,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,2,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.25,2.8125,2.8125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,37.71875,34.46875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,3,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.59375,3.15625,3.15625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,38.15625,34.5625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,4,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.84375,3.40625,3.40625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,38.40625,34.5625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,5,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,4.0,3.5625,3.5625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,38.65625,34.65625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,6,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.71875,3.28125,3.28125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,38.5625,34.84375,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,7,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.6875,3.25,3.25,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,38.5625,34.875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,8,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.5,3.0625,3.0625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,38.5,35.0,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,9,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,4.21875,3.78125,3.78125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,39.125,34.90625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,10,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,4.1875,3.75,3.75,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,39.0625,34.875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,11,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,4.09375,3.65625,3.65625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,39.03125,34.9375,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,12,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,3.1875,2.75,2.75,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,38.34375,35.15625,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,13,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,1.84375,1.40625,1.40625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,37.125,35.28125,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,14,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,1.59375,1.15625,1.15625,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,36.84375,35.25,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,15,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.53125,0.09375,0.09375,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.84375,35.3125,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,16,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.8125,0.375,0.375,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,36.0625,35.25,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,17,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.6875,0.25,0.25,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.875,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,18,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.46875,0.03125,0.03125,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.65625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,19,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,20,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,21,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,22,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,23,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,24,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,25,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,26,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.625,35.1875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_A_to_B,recipient_last_AB,False,27,A,B,Yes,No,1,recipient_last,recipient_last,1,6.46875,0.4375,0.4375,0.0,0.0,Yes,Yes,Yes,40.875,34.40625,35.65625,35.21875,35.65625,35.21875,78,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_B_to_A,recipient_last_AB,False,0,B,A,No,Yes,-1,recipient_last,recipient_last,1,0.4375,6.46875,-1.46875,-7.9375,7.9375,Yes,Yes,No,35.65625,35.21875,40.875,34.40625,34.53125,36.0,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_B_to_A,recipient_last_AB,False,1,B,A,No,Yes,-1,recipient_last,recipient_last,1,0.4375,6.46875,-0.9375,-7.40625,7.40625,Yes,Yes,No,35.65625,35.21875,40.875,34.40625,34.75,35.6875,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_B_to_A,recipient_last_AB,False,2,B,A,No,Yes,-1,recipient_last,recipient_last,1,0.4375,6.46875,-0.6875,-7.15625,7.15625,Yes,Yes,No,35.65625,35.21875,40.875,34.40625,34.96875,35.65625,80,78
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100169,recipient_last_AB_B_to_A,recipient_last_AB,False,3,B,A,No,Yes,-1,recipient_last,recipient_last,1,0.4375,6.46875,0.0625,-6.40625,6.40625,Yes,Yes,Yes,35.65625,35.21875,40.875,34.40625,35.59375,35.53125,80,78
