model,model_short,scenario_id,experiment,patch_family,is_control,layer,source_version,target_version,source_expected,target_expected,expected_direction,source_sites,target_sites,n_patched_tokens,source_margin,target_original_margin,patched_margin,patch_effect,aligned_effect,source_decision,target_original_decision,patched_decision,source_yes_logit,source_no_logit,target_original_yes_logit,target_original_no_logit,patched_yes_logit,patched_no_logit,source_prompt_len,target_prompt_len
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,2,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,0.25,-9.3125,9.3125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,35.84375,35.59375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,3,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,0.1875,-9.375,9.375,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,35.8125,35.625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,4,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,0.3125,-9.25,9.25,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,35.875,35.5625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,5,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,0.4375,-9.125,9.125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,35.9375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,6,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,0.71875,-8.84375,8.84375,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.03125,35.3125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,7,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,1.1875,-8.375,8.375,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.46875,35.28125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,8,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,1.5625,-8.0,8.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.6875,35.125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,9,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,1.78125,-7.78125,7.78125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.84375,35.0625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,10,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,3.71875,-5.84375,5.84375,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,38.09375,34.375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,11,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,5.34375,-4.21875,4.21875,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,39.375,34.03125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,12,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,6.25,-3.3125,3.3125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,39.90625,33.65625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,13,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,6.53125,-3.03125,3.03125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,40.09375,33.5625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,14,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,6.15625,-3.40625,3.40625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,40.0625,33.90625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,15,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,7.40625,-2.15625,2.15625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,40.90625,33.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,16,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,8.0,-1.5625,1.5625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.21875,33.21875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,17,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,8.5,-1.0625,1.0625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.5,33.0,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,18,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,19,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.59375,0.03125,-0.03125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,20,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,21,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,22,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,23,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,24,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,25,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.53125,-0.03125,0.03125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.96875,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,26,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_span_AC_C_to_A,purpose_span_AC,False,27,C,A,No,Yes,-1,purpose_span,purpose_span,2,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,0,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.234375,10.921875,10.921875,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.0,31.765625,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,1,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.25,10.9375,10.9375,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.03125,31.78125,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,2,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.34375,11.03125,11.03125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.0625,31.71875,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,3,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.453125,11.140625,11.140625,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.125,31.671875,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,4,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.484375,11.171875,11.171875,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.09375,31.609375,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,5,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.515625,11.203125,11.203125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.125,31.609375,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,6,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.46875,11.15625,11.15625,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.125,31.65625,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,7,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.46875,11.15625,11.15625,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.0625,31.59375,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,8,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.421875,11.109375,11.109375,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,43.0625,31.640625,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,9,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.359375,11.046875,11.046875,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,42.9375,31.578125,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,10,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,11.265625,10.953125,10.953125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,42.9375,31.671875,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,11,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,10.625,10.3125,10.3125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,42.53125,31.90625,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,12,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,9.71875,9.40625,9.40625,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,41.84375,32.125,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,13,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,8.15625,7.84375,7.84375,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,40.9375,32.78125,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,14,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,6.9375,6.625,6.625,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,40.125,33.1875,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,15,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,3.625,3.3125,3.3125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,37.96875,34.34375,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,16,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,2.625,2.3125,2.3125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,37.46875,34.84375,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,17,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,1.625,1.3125,1.3125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,36.8125,35.1875,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,18,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.375,0.0625,0.0625,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.84375,35.46875,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,19,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.3125,0.0,0.0,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.8125,35.5,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,20,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.3125,0.0,0.0,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.8125,35.5,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,21,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.3125,0.0,0.0,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.8125,35.5,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,22,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.3125,0.0,0.0,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.8125,35.5,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,23,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.28125,-0.03125,-0.03125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.78125,35.5,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,24,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.3125,0.0,0.0,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.8125,35.5,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,25,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.3125,0.0,0.0,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.8125,35.5,80,80
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100051,purpose_span_AC_A_to_C,purpose_span_AC,False,26,A,C,Yes,No,1,purpose_span,purpose_span,2,11.140625,0.3125,0.28125,-0.03125,-0.03125,Yes,Yes,Yes,42.9375,31.796875,35.75,35.4375,35.75,35.46875,80,80
