model,model_short,scenario_id,experiment,patch_family,is_control,layer,source_version,target_version,source_expected,target_expected,expected_direction,source_sites,target_sites,n_patched_tokens,source_margin,target_original_margin,patched_margin,patch_effect,aligned_effect,source_decision,target_original_decision,patched_decision,source_yes_logit,source_no_logit,target_original_yes_logit,target_original_no_logit,patched_yes_logit,patched_no_logit,source_prompt_len,target_prompt_len
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,1,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.875,0.0,-0.0,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.25,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,2,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.875,0.0,-0.0,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.25,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,3,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.875,0.0,-0.0,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.25,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,4,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.84375,-0.03125,0.03125,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.09375,34.25,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,5,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.875,0.0,-0.0,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.25,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,6,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.84375,-0.03125,0.03125,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.28125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,7,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.875,0.0,-0.0,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.15625,34.28125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,8,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.84375,-0.03125,0.03125,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.28125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,9,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.8125,-0.0625,0.0625,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.3125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,10,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.8125,-0.0625,0.0625,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.3125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,11,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.78125,-0.09375,0.09375,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.125,34.34375,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,12,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.78125,-0.09375,0.09375,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.15625,34.375,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,13,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.71875,-0.15625,0.15625,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.09375,34.375,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,14,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.65625,-0.21875,0.21875,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.0625,34.40625,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,15,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.65625,-0.21875,0.21875,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,43.03125,34.375,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,16,D,A,No,Yes,-1,final,final,1,0.5625,8.875,8.53125,-0.34375,0.34375,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,42.96875,34.4375,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,17,D,A,No,Yes,-1,final,final,1,0.5625,8.875,7.96875,-0.90625,0.90625,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,42.6875,34.71875,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,18,D,A,No,Yes,-1,final,final,1,0.5625,8.875,5.0,-3.875,3.875,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,40.46875,35.46875,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,19,D,A,No,Yes,-1,final,final,1,0.5625,8.875,3.53125,-5.34375,5.34375,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,39.21875,35.6875,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,20,D,A,No,Yes,-1,final,final,1,0.5625,8.875,1.3125,-7.5625,7.5625,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,37.1875,35.875,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,21,D,A,No,Yes,-1,final,final,1,0.5625,8.875,1.21875,-7.65625,7.65625,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,36.96875,35.75,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,22,D,A,No,Yes,-1,final,final,1,0.5625,8.875,1.25,-7.625,7.625,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,37.0,35.75,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,23,D,A,No,Yes,-1,final,final,1,0.5625,8.875,1.09375,-7.78125,7.78125,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,36.875,35.78125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,24,D,A,No,Yes,-1,final,final,1,0.5625,8.875,1.09375,-7.78125,7.78125,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,36.875,35.78125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,25,D,A,No,Yes,-1,final,final,1,0.5625,8.875,0.78125,-8.09375,8.09375,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,36.53125,35.75,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,26,D,A,No,Yes,-1,final,final,1,0.5625,8.875,0.59375,-8.28125,8.28125,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,36.375,35.78125,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,final_AD_D_to_A,final_AD,False,27,D,A,No,Yes,-1,final,final,1,0.5625,8.875,-1.40625,-10.28125,10.28125,Yes,Yes,No,36.40625,35.84375,43.125,34.25,32.5625,33.96875,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,0,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,2.25,1.6875,1.6875,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,37.15625,34.90625,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,1,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,2.25,1.6875,1.6875,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,37.125,34.875,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,2,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,2.0,1.4375,1.4375,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.90625,34.90625,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,3,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,3.625,3.0625,3.0625,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,38.5,34.875,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,4,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,3.53125,2.96875,2.96875,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,38.53125,35.0,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,5,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,3.40625,2.84375,2.84375,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,38.34375,34.9375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,6,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,3.75,3.1875,3.1875,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,38.8125,35.0625,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,7,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,4.21875,3.65625,3.65625,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,39.5,35.28125,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,8,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,4.15625,3.59375,3.59375,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,39.4375,35.28125,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,9,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,4.71875,4.15625,4.15625,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,40.1875,35.46875,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,10,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,4.5,3.9375,3.9375,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,40.0625,35.5625,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,11,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,3.15625,2.59375,2.59375,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,38.84375,35.6875,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,12,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,1.59375,1.03125,1.03125,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,37.34375,35.75,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,13,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,2.0,1.4375,1.4375,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,37.59375,35.59375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,14,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,2.53125,1.96875,1.96875,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,38.0625,35.53125,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,15,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,2.5625,2.0,2.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,38.1875,35.625,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,16,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,1.34375,0.78125,0.78125,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,37.09375,35.75,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,17,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.9375,0.375,0.375,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.71875,35.78125,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,18,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.8125,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,19,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.84375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,20,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.375,35.8125,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,21,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.375,35.8125,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,22,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.84375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,23,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.84375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,24,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.84375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,25,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.84375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,26,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.84375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_A_to_D,both_last_AD,False,27,A,D,Yes,No,1,recipient_last+purpose_last,recipient_last+purpose_last,2,8.875,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,43.125,34.25,36.40625,35.84375,36.40625,35.84375,82,83
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_D_to_A,both_last_AD,False,0,D,A,No,Yes,-1,recipient_last+purpose_last,recipient_last+purpose_last,2,0.5625,8.875,5.09375,-3.78125,3.78125,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,39.6875,34.59375,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_D_to_A,both_last_AD,False,1,D,A,No,Yes,-1,recipient_last+purpose_last,recipient_last+purpose_last,2,0.5625,8.875,4.6875,-4.1875,4.1875,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,39.34375,34.65625,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_D_to_A,both_last_AD,False,2,D,A,No,Yes,-1,recipient_last+purpose_last,recipient_last+purpose_last,2,0.5625,8.875,4.875,-4.0,4.0,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,39.53125,34.65625,83,82
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100034,both_last_AD_D_to_A,both_last_AD,False,3,D,A,No,Yes,-1,recipient_last+purpose_last,recipient_last+purpose_last,2,0.5625,8.875,5.6875,-3.1875,3.1875,Yes,Yes,Yes,36.40625,35.84375,43.125,34.25,40.375,34.6875,83,82
