model,model_short,scenario_id,experiment,patch_family,is_control,layer,source_version,target_version,source_expected,target_expected,expected_direction,source_sites,target_sites,n_patched_tokens,source_margin,target_original_margin,patched_margin,patch_effect,aligned_effect,source_decision,target_original_decision,patched_decision,source_yes_logit,source_no_logit,target_original_yes_logit,target_original_no_logit,patched_yes_logit,patched_no_logit,source_prompt_len,target_prompt_len
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,10,A,C,Yes,No,1,final,final,1,9.5625,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.03125,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,11,A,C,Yes,No,1,final,final,1,9.5625,0.5625,0.625,0.0625,0.0625,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.0625,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,12,A,C,Yes,No,1,final,final,1,9.5625,0.5625,0.65625,0.09375,0.09375,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.0625,35.40625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,13,A,C,Yes,No,1,final,final,1,9.5625,0.5625,0.6875,0.125,0.125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.125,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,14,A,C,Yes,No,1,final,final,1,9.5625,0.5625,0.65625,0.09375,0.09375,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.125,35.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,15,A,C,Yes,No,1,final,final,1,9.5625,0.5625,0.75,0.1875,0.1875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.1875,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,16,A,C,Yes,No,1,final,final,1,9.5625,0.5625,0.78125,0.21875,0.21875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.3125,35.53125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,17,A,C,Yes,No,1,final,final,1,9.5625,0.5625,1.03125,0.46875,0.46875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.46875,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,18,A,C,Yes,No,1,final,final,1,9.5625,0.5625,4.28125,3.71875,3.71875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,39.15625,34.875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,19,A,C,Yes,No,1,final,final,1,9.5625,0.5625,5.375,4.8125,4.8125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,39.8125,34.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,20,A,C,Yes,No,1,final,final,1,9.5625,0.5625,8.5,7.9375,7.9375,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.40625,32.90625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,21,A,C,Yes,No,1,final,final,1,9.5625,0.5625,8.625,8.0625,8.0625,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.53125,32.90625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,22,A,C,Yes,No,1,final,final,1,9.5625,0.5625,8.53125,7.96875,7.96875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.5,32.96875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,23,A,C,Yes,No,1,final,final,1,9.5625,0.5625,8.6875,8.125,8.125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.5625,32.875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,24,A,C,Yes,No,1,final,final,1,9.5625,0.5625,8.75,8.1875,8.1875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.5625,32.8125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,25,A,C,Yes,No,1,final,final,1,9.5625,0.5625,9.25,8.6875,8.6875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.84375,32.59375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,26,A,C,Yes,No,1,final,final,1,9.5625,0.5625,9.5625,9.0,9.0,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.9375,32.375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_A_to_C,final_AC,False,27,A,C,Yes,No,1,final,final,1,9.5625,0.5625,6.21875,5.65625,5.65625,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.21875,30.0,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,0,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,1,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,2,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.53125,-0.03125,0.03125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,3,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,4,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.53125,-0.03125,0.03125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,5,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.53125,-0.03125,0.03125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,6,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,7,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.0625,32.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,8,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,9,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,10,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5625,0.0,-0.0,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,11,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.53125,-0.03125,0.03125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,12,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5,-0.0625,0.0625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.53125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,13,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.5,-0.0625,0.0625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,42.03125,32.53125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,14,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.4375,-0.125,0.125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.96875,32.53125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,15,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.34375,-0.21875,0.21875,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.875,32.53125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,16,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,9.28125,-0.28125,0.28125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.78125,32.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,17,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,8.875,-0.6875,0.6875,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.65625,32.78125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,18,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,5.125,-4.4375,4.4375,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,39.46875,34.34375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,19,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,3.71875,-5.84375,5.84375,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,38.65625,34.9375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,20,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,1.34375,-8.21875,8.21875,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.84375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,21,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,1.28125,-8.28125,8.28125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.625,35.34375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,22,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,1.3125,-8.25,8.25,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.65625,35.34375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,23,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,1.15625,-8.40625,8.40625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.59375,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,24,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,1.125,-8.4375,8.4375,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.5625,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,25,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,0.84375,-8.71875,8.71875,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.28125,35.4375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,26,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,0.59375,-8.96875,8.96875,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,36.09375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,final_AC_C_to_A,final_AC,False,27,C,A,No,Yes,-1,final,final,1,0.5625,9.5625,-1.25,-10.8125,10.8125,Yes,Yes,No,36.0625,35.5,42.0,32.4375,32.25,33.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,0,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,6.875,6.3125,6.3125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,40.0625,33.1875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,1,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,6.65625,6.09375,6.09375,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,39.90625,33.25,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,2,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,6.5,5.9375,5.9375,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,39.78125,33.28125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,3,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.09375,7.53125,7.53125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,40.9375,32.84375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,4,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.0625,7.5,7.5,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,40.96875,32.90625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,5,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.03125,7.46875,7.46875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,40.9375,32.90625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,6,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.09375,7.53125,7.53125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.0625,32.96875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,7,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.3125,7.75,7.75,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.15625,32.84375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,8,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.3125,7.75,7.75,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.1875,32.875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,9,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.4375,7.875,7.875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.15625,32.71875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,10,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.96875,8.40625,8.40625,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.78125,32.8125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,11,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,8.71875,8.15625,8.15625,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,41.59375,32.875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,12,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,7.5,6.9375,6.9375,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,40.78125,33.28125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,13,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,6.4375,5.875,5.875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,40.0,33.5625,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,14,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,6.59375,6.03125,6.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,39.84375,33.25,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,15,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,4.75,4.1875,4.1875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,38.75,34.0,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,16,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,2.59375,2.03125,2.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,37.4375,34.84375,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,17,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,1.4375,0.875,0.875,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.65625,35.21875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,18,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.625,0.0625,0.0625,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.09375,35.46875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,19,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.0625,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,20,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.0625,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,21,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.09375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,22,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.09375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,23,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.09375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,24,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.09375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,25,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.09375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,26,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.59375,0.03125,0.03125,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.09375,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_A_to_C,purpose_last_AC,False,27,A,C,Yes,No,1,purpose_last,purpose_last,1,9.5625,0.5625,0.5625,0.0,0.0,Yes,Yes,Yes,42.0,32.4375,36.0625,35.5,36.0625,35.5,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_C_to_A,purpose_last_AC,False,0,C,A,No,Yes,-1,purpose_last,purpose_last,1,0.5625,9.5625,9.84375,0.28125,-0.28125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.84375,32.0,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_C_to_A,purpose_last_AC,False,1,C,A,No,Yes,-1,purpose_last,purpose_last,1,0.5625,9.5625,9.78125,0.21875,-0.21875,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.8125,32.03125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_C_to_A,purpose_last_AC,False,2,C,A,No,Yes,-1,purpose_last,purpose_last,1,0.5625,9.5625,9.6875,0.125,-0.125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.71875,32.03125,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_C_to_A,purpose_last_AC,False,3,C,A,No,Yes,-1,purpose_last,purpose_last,1,0.5625,9.5625,9.28125,-0.28125,0.28125,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.5,32.21875,76,76
Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,100041,purpose_last_AC_C_to_A,purpose_last_AC,False,4,C,A,No,Yes,-1,purpose_last,purpose_last,1,0.5625,9.5625,9.15625,-0.40625,0.40625,Yes,Yes,Yes,36.0625,35.5,42.0,32.4375,41.34375,32.1875,76,76
